alpha = 0.1300
gamma = 10.0000
prob.endemic = 0.4000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1885229762
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7022	0.0000	11.6697	0.9451	0.9999	0.5025
0.6765	1.0688	19.6211	0.9503	0.9999	0.4939
0.6550	2.2002	25.2745	0.9558	0.9999	0.4954
0.6344	3.3971	23.8210	0.9592	0.9999	0.4888
0.6081	4.6561	21.0530	0.9636	0.9999	0.4813
0.5907	5.9805	13.1425	0.9649	0.9999	0.4774
0.5753	7.3755	6.6419	0.9572	0.9999	0.4782
0.5595	8.8401	3.0087	0.9050	0.9999	0.4743
0.5679	10.5271	2.0402	0.7593	0.9999	0.4760
0.6682	13.6888	1.4325	0.6149	0.9999	0.5265
