alpha = 0.1700
gamma = 5.0000
prob.endemic = 0.4000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 2057328373
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6959	0.0000	4.5875	0.9258	0.9999	0.5005
0.6929	1.0401	4.1005	0.9252	0.9999	0.4978
0.6769	2.1205	3.7357	0.9257	0.9999	0.4926
0.6611	3.2443	2.8329	0.9190	0.9999	0.4865
0.6534	4.4177	1.7721	0.8694	0.9999	0.4911
0.6546	5.6770	1.7720	0.7174	0.9999	0.4884
0.6877	7.2255	1.1808	0.5659	0.9999	0.5051
0.7764	9.5326	1.6533	0.5685	0.9999	0.5623
0.8788	13.8053	1.7698	0.6538	0.9999	0.6351
0.9637	24.0664	1.7684	0.7633	0.9999	0.7467
