alpha = 0.2200
gamma = 15.0000
prob.endemic = 0.0000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 344625933
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.4998	0.0000	49796.9990	0.9940	1.0000	0.4998
0.4228	1.1958	263477.1019	0.9994	0.0000	0.4228
0.4073	2.4368	115485.6814	0.9998	0.0000	0.4073
0.3934	3.7092	61156.7621	0.9999	0.0000	0.3934
0.3823	5.0289	21710.1414	0.9999	0.0000	0.3823
0.3714	6.3899	7210.8517	1.0000	0.0000	0.3714
0.3499	7.8001	2819.7344	0.9999	0.0000	0.3499
0.3248	9.2797	902.1421	0.9999	0.0000	0.3248
0.2868	10.8990	222.3253	0.9994	0.0000	0.2868
0.2190	12.7835	33.4726	0.9748	0.0000	0.2190
