alpha = 0.1000
gamma = 20.0000
prob.endemic = 0.3000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 937258397
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6521	0.0000	1901.2042	0.9694	0.9999	0.5049
0.4642	1.5864	3931031.8120	0.9960	0.9999	0.4431
0.4319	3.2935	3085894.6821	0.9986	0.9999	0.4242
0.4143	5.0668	1421146.3235	0.9993	0.9999	0.4104
0.4029	6.8801	326269.0662	0.9996	0.9999	0.4007
0.3924	8.7596	77591.7638	0.9999	0.9999	0.3918
0.3739	10.7052	18194.4932	0.9999	0.9999	0.3736
0.3542	12.7514	3415.4321	0.9999	0.9999	0.3540
0.3204	14.9352	575.5783	0.9980	0.0000	0.3204
0.2549	17.3976	60.4671	0.9644	0.0000	0.2549
