alpha = 0.6000
gamma = 5.0000
prob.endemic = 0.2000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1399352235
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5965	0.0000	5.6514	0.8032	0.9999	0.4947
0.5895	1.0368	3.5688	0.7934	0.9999	0.4957
0.5682	2.1163	2.4525	0.7801	0.9999	0.4789
0.5533	3.2411	1.3521	0.7227	0.9999	0.4724
0.5424	4.4207	0.6085	0.5576	0.9999	0.4656
0.5352	5.7361	0.5108	0.3068	0.9999	0.4562
0.5443	7.3035	0.1627	0.1777	0.9999	0.4607
0.5601	9.3782	0.0579	0.1363	0.9999	0.4684
0.5948	12.4996	0.0227	0.1264	0.9999	0.4954
0.6423	18.9832	0.0102	0.1403	0.9999	0.5075
