alpha = 0.4600
gamma = 20.0000
prob.endemic = 0.8000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1505920351
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8973	0.0000	0.7781	0.6314	0.9999	0.4950
0.8819	1.1424	0.7780	0.6470	0.9999	0.5047
0.8610	2.4672	0.7779	0.6651	0.9999	0.5025
0.8305	4.0035	0.7779	0.6903	0.9999	0.4953
0.8058	5.8098	0.7778	0.7098	0.9999	0.4898
0.7667	7.9637	0.7777	0.7408	0.9999	0.4847
0.7103	10.4889	2.4453	0.7798	0.9999	0.4736
0.6646	13.4579	2.5510	0.7860	0.9999	0.4682
0.6050	16.9997	1.0887	0.7028	0.9999	0.4473
0.6019	22.3323	0.7761	0.4547	0.9999	0.4415
