alpha = 0.1300
gamma = 5.0000
prob.endemic = 0.5000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1621607298
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7539	0.0000	2.0412	0.9299	0.9999	0.5023
0.7372	1.0452	2.4850	0.9327	0.9999	0.4998
0.7239	2.1393	2.6952	0.9335	0.9999	0.4964
0.7133	3.2920	2.3327	0.9269	0.9999	0.4891
0.7049	4.5086	2.0404	0.8843	0.9999	0.4956
0.7001	5.8394	2.0400	0.7601	0.9999	0.4884
0.7651	7.5288	2.0256	0.6648	0.9999	0.5318
0.8511	10.1386	2.0386	0.6867	0.9999	0.6011
0.9373	14.9110	2.0380	0.7725	0.9999	0.6752
0.9852	25.4444	2.0363	0.8411	0.9999	0.7784
