alpha = 0.2800
gamma = 0.0000
prob.endemic = 0.1000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 898430445
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5502	0.0000	1.2730	0.7200	0.9999	0.5021
0.5528	1.0455	0.6977	0.4601	0.9999	0.5023
0.5642	2.1957	0.3917	0.3433	0.9999	0.5112
0.5743	3.5037	0.2217	0.2825	0.9999	0.5175
0.5942	5.0680	0.1264	0.2516	0.9999	0.5353
0.6218	6.9595	0.0951	0.2445	0.9999	0.5568
0.6556	9.4396	0.0803	0.2544	0.9999	0.5788
0.6958	13.0567	0.1026	0.2805	0.9999	0.6003
0.7663	19.2860	0.3791	0.3529	0.9999	0.6382
0.8663	35.0398	1.2648	0.4894	0.9999	0.6816
