alpha = 0.2800
gamma = 10.0000
prob.endemic = 0.5000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1968201010
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7526	0.0000	1.2742	0.8521	0.9999	0.5005
0.7229	1.0809	2.9445	0.8650	0.9999	0.4899
0.7095	2.2426	4.0619	0.8719	0.9999	0.4934
0.6869	3.4886	5.3676	0.8812	0.9999	0.4887
0.6551	4.8228	6.3682	0.8931	0.9999	0.4821
0.6295	6.2519	4.7331	0.8937	0.9999	0.4745
0.6090	7.7858	2.5747	0.8631	0.9999	0.4668
0.5963	9.4525	1.2732	0.7471	0.9999	0.4637
0.6023	11.5428	1.2725	0.5512	0.9999	0.4629
0.7121	15.8574	0.9133	0.4549	0.9999	0.5151
