alpha = 0.2800
gamma = 20.0000
prob.endemic = 0.1000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 737193205
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5518	0.0000	134705.8207	0.9660	0.9999	0.5012
0.4129	1.5362	16728344.8708	0.9989	0.9999	0.4110
0.3884	3.1269	13641854.7089	0.9998	0.9999	0.3880
0.3787	4.7573	3370478.1951	0.9999	0.9999	0.3786
0.3651	6.4320	1070296.0464	1.0000	0.9999	0.3650
0.3516	8.1644	262880.0953	1.0000	0.0000	0.3516
0.3287	9.9405	74523.2398	1.0000	0.0000	0.3287
0.3049	11.8295	14598.9308	1.0000	0.0000	0.3049
0.2721	13.9124	2311.9260	0.9996	0.0000	0.2721
0.1986	16.4008	284.2779	0.9845	0.0000	0.1986
