alpha = 0.1700	alpha = 0.1700
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.7000	prob.endemic = 0.7000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1379267146	seed = 1309579080
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.8484	0	0.2511	0.8053	0.9999	0.4992
0.84845	1.0274	0.251	0.8058	0.9999	0.50095
0.84125	2.0832	0.251	0.8093	0.9999	0.4968
0.8355	3.165	0.2509	0.81235	0.9999	0.49855
0.83025	4.2756	0.2509	0.81585	0.9999	0.50205
0.8299	5.424	0.2508	0.8166	0.9999	0.50725
0.82265	6.595	0.2508	0.8191	0.9999	0.4975
0.8166	7.7956	0.2508	0.82035	0.9999	0.48565
0.81455	9.04	0.2507	0.82435	0.9999	0.503
0.8109	10.3212	0.2507	0.8251	0.9999	0.49555
0.7964	11.6219	0.2506	0.8312	0.9999	0.4879
0.79965	12.9861	0.2506	0.83115	0.9999	0.49545
0.7889	14.3877	0.2505	0.8371	0.9999	0.49765
0.781	15.8158	0.2505	0.84025	0.9999	0.49225
0.77605	17.2994	0.2504	0.84275	0.9999	0.49095
0.77155	18.8184	0.2504	0.8464	0.9999	0.49835
0.76045	20.394	0.2503	0.85255	0.9999	0.4963
0.75105	22.016	0.2503	0.8569	0.9999	0.49445
0.74645	23.6921	0.2502	0.8572	0.9999	0.4867
0.74495	25.4233	0.65285	0.86055	0.9999	0.49765
0.7294	27.223	1.22485	0.86585	0.9999	0.4887
0.71885	29.0619	1.83085	0.8712	0.9999	0.4864
0.71425	30.9475	1.8292	0.87315	0.9999	0.48635
0.70265	32.899	2.36405	0.8805	0.9999	0.4908
0.69425	34.8998	2.52585	0.8842	0.9999	0.4882
0.6788	36.9641	2.7122	0.89	0.9999	0.4837
0.6718	39.0852	2.5954	0.89275	0.9999	0.4845
0.6643	41.2807	2.4825	0.8966	0.9999	0.4861
0.66225	43.5236	2.26205	0.8951	0.9999	0.48345
0.6414	45.8422	2.1852	0.9012	0.9999	0.47865
0.63615	48.2169	1.82905	0.89775	0.9999	0.4829
0.6173	50.6718	1.56095	0.8898	0.9999	0.4697
0.61455	53.2501	1.03015	0.8616	0.9999	0.47165
0.60955	55.9387	0.5564	0.80865	0.9999	0.47145
0.60375	58.8244	0.2486	0.71875	0.9999	0.46655
0.6148	61.9822	0.2482	0.61335	0.9999	0.48305
0.6337	65.7601	0.00925	0.5003	0.9999	0.4869
0.6764	71.0364	-0.2947	0.43675	0.9999	0.5023
0.7489	79.8583	-0.0018	0.4425	0.9999	0.53105
0.8678	101.487	0.24575	0.5441	0.9999	0.57775
