alpha = 0.1000	alpha = 0.1000
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.2000	prob.endemic = 0.2000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 269722665	seed = 82827349
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.6006	0	12.3777	0.9493	0.9999	0.50075
0.4993	1.2293	18.1863	0.9887	0.9999	0.4765
0.48405	2.5214	18.4867	0.99345	0.9999	0.4709
0.4734	3.8462	18.7368	0.9966	0.9999	0.46645
0.47765	5.1684	17.973	0.99745	0.9999	0.47275
0.46785	6.5051	18.1012	0.99855	0.9999	0.4651
0.46915	7.8408	17.4703	0.9988	0.9999	0.46695
0.46435	9.1896	17.3342	0.9992	0.9999	0.46305
0.45875	10.5343	16.9969	0.9994	0.9999	0.45785
0.4645	11.9	16.1888	0.9995	0.9999	0.4638
0.45815	13.2559	16.3293	0.99955	0.9999	0.45755
0.45525	14.6212	16.0886	0.9998	0.49995	0.4551
0.4586	15.9947	15.0691	0.99975	0.9999	0.45835
0.4498	17.3587	15.0816	0.9998	0.49995	0.44965
0.456	18.7505	14.3231	0.9998	0.9999	0.4558
0.4498	20.1204	14.215	0.99985	0.49995	0.44975
0.4493	21.5126	13.6637	0.9999	0	0.4493
0.4496	22.9191	13.151	0.99985	0.49995	0.44955
0.444	24.3207	13.1014	0.9999	0	0.444
0.44475	25.7221	12.3065	0.99985	0.49995	0.44465
0.44335	27.1265	11.9354	0.99985	0	0.44335
0.4357	28.5574	11.8431	0.9999	0	0.4357
0.4331	29.9801	11.2481	0.99985	0	0.4331
0.4359	31.4134	10.6603	0.99985	0	0.4359
0.42875	32.8725	10.3738	0.9998	0	0.42875
0.4299	34.3035	9.8064	0.99975	0	0.4299
0.4234	35.7545	9.4636	0.9998	0	0.4234
0.42425	37.2224	8.74225	0.99975	0	0.42425
0.4246	38.7201	8.19425	0.9996	0	0.4246
0.4156	40.2048	7.8719	0.9996	0	0.4156
0.4093	41.7285	7.4712	0.99955	0	0.4093
0.4033	43.2705	6.90105	0.9993	0	0.4033
0.3985	44.8313	6.44525	0.99925	0	0.3985
0.38775	46.4306	5.94105	0.99905	0	0.38775
0.37925	48.0449	5.3452	0.99865	0	0.37925
0.3685	49.6882	4.81055	0.9978	0	0.3685
0.3499	51.4057	4.2177	0.9961	0	0.3499
0.3283	53.2396	3.5719	0.9914	0	0.3283
0.29485	55.2183	2.819	0.97595	0	0.29485
0.2352	57.5641	1.8879	0.9106	0	0.2352
