alpha = 0.1300	alpha = 0.1300
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.9000	prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 734944610	seed = 1300235011
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.94745	0	0.3123	0.7705	0.9999	0.4834
0.9481	1.0267	0.3122	0.77015	0.9999	0.48445
0.94575	2.0796	0.3122	0.7718	0.9999	0.491
0.9435	3.1584	0.3122	0.7724	0.9999	0.4856
0.94385	4.267	0.3121	0.77275	0.9999	0.49365
0.94775	5.4035	0.3121	0.7717	0.9999	0.51295
0.93725	6.579	0.312	0.776	0.9999	0.4931
0.94035	7.7856	0.312	0.7742	0.9999	0.4913
0.938	9.0217	0.3119	0.7754	0.9999	0.49195
0.937	10.3085	0.3118	0.77645	0.9999	0.50015
0.9353	11.6271	0.3118	0.7766	0.9999	0.49255
0.93095	12.9838	0.3118	0.7793	0.9999	0.49775
0.9271	14.3904	0.3117	0.7807	0.9999	0.4935
0.9266	15.8621	0.3116	0.7816	0.9999	0.50285
0.91985	17.3832	0.3115	0.784	0.9999	0.4919
0.9213	18.9562	0.3115	0.78405	0.9999	0.49985
0.91645	20.5617	0.3114	0.7866	0.9999	0.5038
0.9084	22.2426	0.3114	0.78965	0.9999	0.4915
0.90745	23.9783	0.3113	0.7896	0.9999	0.4856
0.9078	25.7978	0.3112	0.78975	0.9999	0.49255
0.9084	27.6676	0.3112	0.78985	0.9999	0.49745
0.89915	29.6568	0.3111	0.79465	0.9999	0.49975
0.8939	31.7437	0.311	0.7966	0.9999	0.4947
0.8868	33.906	0.3109	0.7999	0.9999	0.495
0.8834	36.1568	0.3108	0.7999	0.9999	0.47965
0.87425	38.5482	0.3107	0.80515	0.9999	0.49165
0.8727	41.0318	0.3106	0.8052	0.9999	0.49085
0.8643	43.6499	0.3105	0.80705	0.9999	0.48455
0.8585	46.4323	0.3104	0.8066	0.9999	0.49055
0.85135	49.4271	0.3103	0.8013	0.9999	0.4856
0.8406	52.5664	0.3102	0.7888	0.9999	0.48685
0.8353	55.9508	0.3099	0.764	0.9999	0.48585
0.83955	59.6829	0.3097	0.7243	0.9999	0.4808
0.84375	63.8743	0.3095	0.68355	0.9999	0.48005
0.8687	68.8973	0.3092	0.65775	0.9999	0.5018
0.8946	75.1442	0.3089	0.6472	0.9999	0.52115
0.92315	83.0882	0.3085	0.656	0.9999	0.53455
0.9509	94.3358	0.3081	0.6779	0.9999	0.5752
0.9782	111.71	0.3075	0.71145	0.9999	0.60095
0.99335	146.809	0.3062	0.73185	0.9999	0.66675
