alpha = 0.2200	alpha = 0.2200
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.3000	prob.endemic = 0.3000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1906765032	seed = 1265202163
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.6504	0	8.81625	0.90565	0.9999	0.50185
0.59235	1.1523	12.6411	0.9378	0.9999	0.49275
0.5652	2.3839	14.0796	0.95245	0.9999	0.48905
0.5484	3.6803	14.5407	0.9641	0.9999	0.49185
0.53655	5.0105	14.8714	0.96795	0.9999	0.4855
0.51925	6.3541	15.4981	0.9761	0.9999	0.48145
0.5168	7.7334	15.059	0.9806	0.9999	0.487
0.5039	9.1299	15.3067	0.98305	0.9999	0.4779
0.4976	10.5575	15.172	0.98615	0.9999	0.4764
0.49735	11.9879	14.7604	0.98835	0.9999	0.4798
0.48825	13.4438	14.8154	0.9898	0.9999	0.4722
0.4887	14.8909	14.2368	0.99235	0.9999	0.4777
0.4845	16.3716	13.9343	0.9931	0.9999	0.4752
0.48505	17.8457	13.3842	0.99365	0.9999	0.47645
0.47575	19.3193	13.374	0.9943	0.9999	0.46815
0.4765	20.8141	12.8194	0.99565	0.9999	0.471
0.47395	22.3211	12.2938	0.99595	0.9999	0.46915
0.47575	23.8311	11.7023	0.99625	0.9999	0.47125
0.4689	25.3483	11.3905	0.997	0.9999	0.4661
0.4681	26.8753	11.1577	0.99765	0.9999	0.466
0.4677	28.4001	10.4933	0.9974	0.9999	0.46545
0.4641	29.9397	10.1601	0.99735	0.9999	0.46245
0.45685	31.4756	9.90645	0.9975	0.9999	0.4555
0.4615	33.0353	9.27125	0.99755	0.9999	0.4606
0.4559	34.5789	8.9164	0.9974	0.9999	0.4546
0.4548	36.1565	8.2806	0.9973	0.9999	0.4537
0.44935	37.7147	7.8997	0.9973	0.9999	0.4488
0.45405	39.2826	7.17325	0.99675	0.9999	0.45355
0.44895	40.8625	6.73755	0.99665	0.9999	0.4485
0.4442	42.457	6.2631	0.9959	0.9999	0.4434
0.4428	44.0517	5.72305	0.99535	0.9999	0.4423
0.4373	45.6698	5.24045	0.9943	0.9999	0.43685
0.43345	47.2972	4.6742	0.99265	0.9999	0.43315
0.42565	48.9449	4.14225	0.99095	0.9999	0.42555
0.4195	50.6397	3.55755	0.9852	0.49995	0.41945
0.4128	52.372	2.9366	0.9764	0.49995	0.41275
0.4016	54.1479	2.29255	0.9562	0.49995	0.4014
0.37645	55.9966	1.71915	0.9115	0.9999	0.3763
0.35765	58.0337	1.0108	0.8154	0	0.35765
0.34075	60.7087	0.1802	0.62435	0.49995	0.3407
