alpha = 0.2800	alpha = 0.2800
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.6000	prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1997111789	seed = 102304601
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.80135	0	0.1074	0.7993	0.9999	0.50065
0.7898	1.0294	0.1074	0.805	0.9999	0.49295
0.7908	2.0886	0.1073	0.80485	0.9999	0.4943
0.77995	3.1809	0.1073	0.812	0.9999	0.4955
0.77125	4.3015	0.1072	0.81735	0.9999	0.49465
0.7675	5.4675	0.1072	0.8199	0.9999	0.49535
0.759	6.6568	0.1072	0.8237	0.9999	0.4911
0.75475	7.875	0.1071	0.82835	0.9999	0.49655
0.74635	9.1369	0.13315	0.8327	0.9999	0.49305
0.7349	10.4437	1.4341	0.8415	0.9999	0.49765
0.7258	11.793	1.85695	0.8451	0.9999	0.49225
0.7203	13.1653	2.5368	0.8502	0.9999	0.4968
0.70845	14.5736	2.95255	0.85475	0.9999	0.4868
0.70265	16.0352	3.3825	0.8608	0.9999	0.4944
0.69485	17.5306	3.83235	0.865	0.9999	0.4917
0.6869	19.0785	4.1157	0.86895	0.9999	0.4893
0.6715	20.6666	4.6682	0.877	0.9999	0.4856
0.66165	22.2948	5.16085	0.8827	0.9999	0.4844
0.662	23.982	4.7504	0.8865	0.9999	0.49525
0.65185	25.7007	5.02195	0.8903	0.9999	0.49
0.64075	27.4668	5.15555	0.89565	0.9999	0.48575
0.6332	29.2583	5.15895	0.9006	0.9999	0.4875
0.628	31.0888	5.1144	0.9031	0.9999	0.4855
0.61335	32.9814	5.1195	0.9094	0.9999	0.48005
0.60265	34.9089	5.1017	0.91435	0.9999	0.4774
0.5971	36.8894	4.9101	0.91795	0.9999	0.48095
0.589	38.9135	4.5252	0.9244	0.9999	0.4842
0.5791	40.9582	4.27145	0.92635	0.9999	0.4795
0.57185	43.0543	3.886	0.9288	0.9999	0.4786
0.5644	45.2059	3.43025	0.9289	0.9999	0.47575
0.55695	47.3763	2.952	0.92625	0.9999	0.46925
0.55005	49.616	2.367	0.91865	0.9999	0.4673
0.5384	51.9005	1.8402	0.90165	0.9999	0.46505
0.5339	54.2224	1.2334	0.86275	0.9999	0.46505
0.5323	56.6761	0.6549	0.79095	0.9999	0.4653
0.5215	59.306	0.10505	0.6738	0.9999	0.4586
0.52955	62.3035	-0.0335	0.5267	0.9999	0.4649
0.5451	66.0055	-0.68565	0.39195	0.9999	0.47145
0.5928	71.5373	-1.3153	0.30275	0.9999	0.50065
0.6925	84.1533	-1.3089	0.3186	0.9999	0.5351
