alpha = 0.1700	alpha = 0.1700
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.6000	prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1978002442	seed = 1540769125
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.8053	0	0.2511	0.83105	0.9999	0.5087
0.79775	1.0293	0.251	0.83315	0.9999	0.50035
0.78875	2.0835	0.251	0.83775	0.9999	0.49795
0.7785	3.17	0.2509	0.84285	0.9999	0.49685
0.77705	4.2875	0.2509	0.8444	0.9999	0.4984
0.76465	5.4411	0.2508	0.84975	0.9999	0.4941
0.76385	6.6212	0.2508	0.8506	0.9999	0.49615
0.75	7.8419	0.2508	0.8578	0.9999	0.49375
0.7436	9.0949	0.65495	0.8613	0.9999	0.49505
0.73895	10.3956	1.254	0.86505	0.9999	0.5
0.72675	11.7222	2.099	0.86975	0.9999	0.4921
0.7284	13.1058	2.3411	0.8721	0.9999	0.50285
0.7188	14.5267	2.5448	0.8741	0.9999	0.4936
0.7052	15.9886	3.5662	0.8822	0.9999	0.4957
0.6973	17.4771	3.7954	0.8863	0.9999	0.49475
0.6899	18.9934	4.0626	0.88905	0.9999	0.4909
0.68655	20.5754	4.2178	0.8918	0.9999	0.49515
0.66545	22.2021	5.10935	0.9003	0.9999	0.4867
0.66275	23.8474	4.9158	0.90255	0.9999	0.4891
0.6598	25.576	4.82525	0.9056	0.9999	0.4938
0.6435	27.3113	5.30435	0.9109	0.9999	0.4841
0.6303	29.088	5.446	0.91835	0.9999	0.48675
0.627	30.9184	5.145	0.92065	0.9999	0.4901
0.6117	32.7809	5.3293	0.92545	0.9999	0.48075
0.6102	34.6941	5.07135	0.9266	0.9999	0.48355
0.6005	36.6499	4.84905	0.93115	0.9999	0.4822
0.59355	38.6484	4.6039	0.933	0.9999	0.48015
0.5841	40.6937	4.33075	0.9379	0.9999	0.484
0.58455	42.7502	3.85945	0.93645	0.9999	0.4848
0.56645	44.8604	3.59815	0.94105	0.9999	0.4777
0.5621	47.0269	3.12185	0.93985	0.9999	0.4771
0.5533	49.2356	2.6962	0.93575	0.9999	0.471
0.5459	51.4902	2.0906	0.92495	0.9999	0.4742
0.52665	53.7938	1.56965	0.89855	0.9999	0.45585
0.5273	56.2016	0.92515	0.83725	0.9999	0.46325
0.5239	58.7519	0.3195	0.73135	0.9999	0.46235
0.53555	61.5939	0.24805	0.59855	0.9999	0.47045
0.55305	65.1133	-0.38835	0.45405	0.9999	0.4834
0.6048	70.378	-0.87635	0.3646	0.9999	0.50915
0.72235	83.0121	-0.62575	0.392	0.9999	0.55475
