alpha = 0.7700	alpha = 0.7700
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.4000	prob.endemic = 0.4000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1988135625	seed = 790123027
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.69675	0	4.2959	0.7626	0.9999	0.49825
0.68705	1.0472	5.30135	0.77595	0.9999	0.50065
0.6622	2.1538	6.99425	0.7984	0.9999	0.492
0.6446	3.3063	8.13055	0.81895	0.9999	0.49285
0.63495	4.5067	8.6172	0.82805	0.9999	0.49
0.62135	5.7586	9.0592	0.8404	0.9999	0.4867
0.6043	7.0574	9.95215	0.8592	0.9999	0.48635
0.59615	8.3869	9.9733	0.86825	0.9999	0.486
0.582	9.7573	10.7358	0.87875	0.9999	0.48045
0.57175	11.1522	10.8699	0.89175	0.9999	0.4831
0.5646	12.5976	10.728	0.9002	0.9999	0.4835
0.5599	14.0649	10.6419	0.9091	0.9999	0.48705
0.5455	15.5657	10.8515	0.91865	0.9999	0.47945
0.53585	17.0853	10.8751	0.92825	0.9999	0.47835
0.5336	18.6272	10.6915	0.93195	0.9999	0.4795
0.52035	20.198	10.645	0.9415	0.9999	0.47525
0.51875	21.7867	10.3475	0.9429	0.9999	0.47535
0.51155	23.4101	10.0365	0.9512	0.9999	0.476
0.50405	25.0629	9.71725	0.9533	0.9999	0.4699
0.4945	26.7339	9.7251	0.95695	0.9999	0.46345
0.4956	28.4216	8.90895	0.96065	0.9999	0.46945
0.49295	30.1188	8.55235	0.96235	0.9999	0.4687
0.48445	31.8394	8.30375	0.9656	0.9999	0.4636
0.4767	33.577	8.00175	0.96795	0.9999	0.45945
0.4779	35.2996	7.26065	0.96805	0.9999	0.46215
0.47325	37.0731	6.70435	0.9693	0.9999	0.4587
0.4729	38.8168	6.1838	0.9674	0.9999	0.45995
0.4626	40.6261	5.87485	0.96865	0.9999	0.4523
0.4603	42.4202	5.25945	0.9668	0.9999	0.45155
0.45855	44.2322	4.4948	0.96285	0.9999	0.45035
0.45055	46.0686	3.9962	0.9576	0.9999	0.44385
0.4427	47.9389	3.46145	0.9498	0.9999	0.43585
0.4429	49.8536	2.74115	0.933	0.9999	0.43715
0.4339	51.7761	2.12225	0.9045	0.9999	0.42945
0.41995	53.7402	1.4935	0.8534	0.9999	0.4161
0.4163	55.8104	0.7752	0.76485	0.9999	0.4122
0.4074	58.0508	0.08975	0.63325	0.9999	0.4044
0.3959	60.6272	-0.5828	0.465	0.9999	0.3933
0.39635	63.9759	-1.5085	0.2899	0.9999	0.39335
0.40435	69.9627	-3.21665	0.13655	0.9999	0.40035
