alpha = 0.1300	alpha = 0.1300
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.6000	prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 956369377	seed = 1158181400
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.8007	0	0.3123	0.8451	0.9999	0.5011
0.7915	1.0274	0.3122	0.8478	0.9999	0.49325
0.79035	2.0854	0.3122	0.8506	0.9999	0.50415
0.7848	3.1757	0.3122	0.85295	0.9999	0.501
0.77285	4.2982	0.3121	0.8586	0.9999	0.49865
0.7665	5.4538	0.3121	0.86095	0.9999	0.49575
0.76215	6.6447	0.312	0.86375	0.9999	0.49885
0.7507	7.8718	0.312	0.8683	0.9999	0.4935
0.7483	9.1276	0.74425	0.87145	0.9999	0.50135
0.73495	10.4209	1.43775	0.876	0.9999	0.49275
0.7288	11.7603	1.7868	0.87835	0.9999	0.4921
0.73025	13.1427	2.2827	0.88105	0.9999	0.5027
0.71485	14.5361	3.04825	0.8872	0.9999	0.49745
0.71005	15.9921	3.2586	0.88835	0.9999	0.49365
0.6958	17.4777	4.0383	0.89725	0.9999	0.49995
0.6918	19.003	4.0679	0.89675	0.9999	0.4918
0.68345	20.5636	4.5185	0.90235	0.9999	0.4961
0.66485	22.1791	5.1093	0.90815	0.9999	0.4864
0.66945	23.8406	4.71595	0.90865	0.9999	0.4946
0.65525	25.5554	5.0437	0.91345	0.9999	0.48875
0.64935	27.317	5.1404	0.91725	0.9999	0.49215
0.63955	29.1182	5.06415	0.9218	0.9999	0.4917
0.62505	30.9239	5.4145	0.9263	0.9999	0.48425
0.6233	32.7889	5.0458	0.92885	0.9999	0.49075
0.60865	34.6952	5.1424	0.93325	0.9999	0.48305
0.6005	36.6372	4.95985	0.93575	0.9999	0.48095
0.59175	38.6553	4.6964	0.94065	0.9999	0.48375
0.5904	40.6978	4.2325	0.94075	0.9999	0.4858
0.5772	42.7543	4.03125	0.94405	0.9999	0.4817
0.57045	44.8697	3.56735	0.9457	0.9999	0.4808
0.55965	47.0365	3.1723	0.9468	0.9999	0.4766
0.55615	49.2441	2.64485	0.9421	0.9999	0.47815
0.5417	51.4651	2.17985	0.93105	0.9999	0.4686
0.53745	53.7714	1.5577	0.9029	0.9999	0.46575
0.5298	56.1488	0.9587	0.8451	0.9999	0.46705
0.5258	58.632	0.45905	0.75265	0.9999	0.46695
0.5314	61.3823	0.3094	0.62085	0.9999	0.46915
0.55195	64.8651	-0.2655	0.4773	0.9999	0.47705
0.61235	70.0519	-0.7188	0.39455	0.9999	0.511
0.7327	82.5889	-0.43345	0.4195	0.9999	0.5621
