alpha = 0.6000	alpha = 0.6000
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.2000	prob.endemic = 0.2000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 2146074128	seed = 782410490
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.59825	0	12.1302	0.89685	0.9999	0.5002
0.5099	1.21	17.1345	0.9625	0.9999	0.47375
0.49455	2.4724	17.3148	0.97815	0.9999	0.47425
0.48345	3.7654	17.4871	0.9842	0.9999	0.4685
0.47595	5.0805	17.3575	0.98995	0.9999	0.4668
0.46935	6.4049	17.337	0.9926	0.9999	0.46325
0.4656	7.7508	17.3233	0.995	0.9999	0.46095
0.4675	9.1033	16.4184	0.9958	0.9999	0.46385
0.46615	10.4539	16.0877	0.9967	0.9999	0.4636
0.45485	11.8128	16.4884	0.9977	0.9999	0.45325
0.4594	13.1835	15.6065	0.99775	0.9999	0.4579
0.45985	14.56	14.9948	0.9983	0.9999	0.459
0.4503	15.9288	14.8053	0.99875	0.9999	0.44975
0.4491	17.308	14.6684	0.9989	0.9999	0.4487
0.4498	18.684	14.0989	0.999	0.9999	0.4496
0.44985	20.0831	13.7247	0.9992	0.49995	0.44975
0.44485	21.4716	13.2096	0.99915	0.49995	0.4448
0.4434	22.8641	12.897	0.99925	0.49995	0.44335
0.4454	24.2646	12.2764	0.99915	0.9999	0.44525
0.43895	25.6646	12.0617	0.99895	0.9999	0.43875
0.44225	27.0792	11.3823	0.99895	0.49995	0.44215
0.43785	28.5051	11.0313	0.999	0.49995	0.4378
0.4329	29.9347	10.661	0.99885	0.49995	0.43285
0.43655	31.3744	9.98585	0.9988	0	0.43655
0.42825	32.817	9.7129	0.99865	0	0.42825
0.4277	34.2666	9.20025	0.9986	0.9999	0.42755
0.4268	35.7215	8.66015	0.99845	0	0.4268
0.41775	37.2079	8.32205	0.99815	0	0.41775
0.41425	38.6989	7.80315	0.99805	0	0.41425
0.41115	40.1956	7.3718	0.99755	0	0.41115
0.4094	41.7313	6.71655	0.9972	0	0.4094
0.39855	43.2708	6.36525	0.9965	0.49995	0.3985
0.3905	44.84	5.86995	0.9955	0	0.3905
0.3886	46.4389	5.1479	0.99435	0	0.3886
0.37575	48.0555	4.6689	0.99255	0	0.37575
0.3617	49.7531	4.1132	0.98975	0.49995	0.36165
0.3417	51.5233	3.57835	0.9816	0	0.3417
0.3227	53.409	2.85535	0.96335	0	0.3227
0.2895	55.4485	2.1063	0.91895	0	0.2895
0.23595	57.9514	1.13725	0.7919	0	0.23595
