alpha = 0.4600	alpha = 0.4600
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.1000	prob.endemic = 0.1000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1132574809	seed = 2075964853
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.55105	0	15.1051	0.9504	0.9999	0.5005
0.46085	1.2062	19.7221	0.9963	0.9999	0.45725
0.45075	2.4302	20.2204	0.999	0.9999	0.44995
0.44745	3.6717	19.6167	0.99935	0.9999	0.4468
0.44415	4.9098	19.4091	0.9997	0.9999	0.4439
0.44695	6.1569	18.6854	0.9998	0.9999	0.44685
0.44355	7.4139	18.3353	0.99995	0	0.44355
0.43825	8.6651	18.3525	0.99995	0	0.43825
0.43575	9.9346	18.0922	0.99995	0	0.43575
0.43645	11.2156	17.4689	0.99995	0	0.43645
0.4378	12.4904	16.9766	0.99995	0	0.4378
0.434	13.7784	16.6099	0.9999	0	0.434
0.4309	15.0639	16.264	1	0	0.4309
0.4322	16.3527	15.7527	1	0	0.4322
0.4314	17.656	15.3214	1	0	0.4314
0.42435	18.9554	15.0752	1	0	0.42435
0.42755	20.2645	14.5878	0.99995	0	0.42755
0.4206	21.5758	14.2988	1	0	0.4206
0.4177	22.903	14.0722	0.99995	0	0.4177
0.4186	24.2344	13.3128	1	0	0.4186
0.42015	25.5697	12.6905	0.99995	0	0.42015
0.4124	26.9104	12.7226	1	0	0.4124
0.4092	28.2608	12.273	0.99995	0	0.4092
0.4018	29.6298	11.9352	1	0	0.4018
0.40595	30.995	11.1409	0.99995	0	0.40595
0.3983	32.3744	11.0176	0.99995	0	0.3983
0.39815	33.7802	10.3915	0.99995	0	0.39815
0.3925	35.1948	9.96335	0.9999	0	0.3925
0.38285	36.6273	9.62975	0.9999	0	0.38285
0.3849	38.079	8.96825	0.9999	0	0.3849
0.3753	39.5478	8.5422	0.9998	0	0.3753
0.3681	41.0427	8.16945	0.99985	0	0.3681
0.35785	42.5701	7.63125	0.99975	0	0.35785
0.34865	44.125	7.14365	0.99965	0	0.34865
0.336	45.7579	6.6044	0.99955	0	0.336
0.32265	47.4478	5.97295	0.9994	0	0.32265
0.30205	49.1946	5.47655	0.99905	0	0.30205
0.27825	51.0921	4.7567	0.998	0	0.27825
0.2407	53.2308	4.0076	0.9943	0	0.2407
0.1749	55.7904	2.97245	0.9717	0	0.1749
