alpha = 0.2200	alpha = 0.2200
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.5000	prob.endemic = 0.5000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 2041488706	seed = 1657976375
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.75225	0	0.2747	0.8457	0.9999	0.5019
0.74015	1.0372	1.30865	0.85325	0.9999	0.5024
0.73025	2.1093	1.94935	0.8573	0.9999	0.49755
0.7241	3.2177	2.61615	0.86165	0.9999	0.4989
0.71155	4.3677	3.53665	0.86765	0.9999	0.49435
0.6947	5.5554	4.75925	0.87625	0.9999	0.4907
0.69035	6.7847	5.2139	0.881	0.9999	0.4966
0.6813	8.052	5.48045	0.8845	0.9999	0.49165
0.6779	9.357	5.7851	0.89135	0.9999	0.5046
0.65945	10.6978	6.80795	0.89875	0.9999	0.49565
0.6477	12.0853	7.2054	0.90355	0.9999	0.48955
0.6365	13.4981	7.6326	0.9103	0.9999	0.4909
0.6319	14.961	7.7972	0.9139	0.9999	0.49365
0.6189	16.4615	8.11965	0.92	0.9999	0.4888
0.6161	17.9927	7.9115	0.92275	0.9999	0.49295
0.6024	19.5494	8.28245	0.9285	0.9999	0.48705
0.59635	21.1366	8.3114	0.93305	0.9999	0.48975
0.5853	22.7652	8.24075	0.93725	0.9999	0.4847
0.58	24.4274	8.0225	0.94125	0.9999	0.48735
0.56745	26.1437	8.1677	0.9471	0.9999	0.4852
0.5651	27.8619	7.7451	0.9497	0.9999	0.4873
0.556	29.6237	7.61355	0.95245	0.9999	0.48165
0.5464	31.4069	7.55965	0.95645	0.9999	0.47955
0.5376	33.2137	7.3118	0.95925	0.9999	0.4763
0.54125	35.039	6.60465	0.9613	0.9999	0.48555
0.53075	36.8904	6.33845	0.96375	0.9999	0.4792
0.5229	38.7866	6.02005	0.9656	0.9999	0.47585
0.5204	40.6839	5.4286	0.9665	0.9999	0.47635
0.5088	42.6121	5.2096	0.9676	0.9999	0.4687
0.50635	44.5434	4.5495	0.96725	0.9999	0.4702
0.50265	46.5209	3.9762	0.96745	0.9999	0.4721
0.492	48.5229	3.45175	0.96525	0.9999	0.4633
0.4937	50.5674	2.7727	0.95495	0.9999	0.46635
0.48225	52.6335	2.2105	0.9396	0.9999	0.45975
0.47625	54.7387	1.53195	0.89985	0.9999	0.45375
0.46975	56.9123	0.9042	0.82425	0.9999	0.4512
0.46765	59.2376	0.3156	0.70405	0.9999	0.4482
0.4663	61.9046	-0.083	0.53795	0.9999	0.4469
0.49695	65.426	-0.782	0.37825	0.9999	0.4726
0.56635	72.3411	-1.53645	0.27285	0.9999	0.5159
