alpha = 0.2200	alpha = 0.2200
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.1000	prob.endemic = 0.1000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 577006107	seed = 767000111
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.5502	0	15.4441	0.9648	0.9999	0.5006
0.4565	1.2183	20.4179	0.99865	0.9999	0.4546
0.44795	2.4562	20.3849	0.9996	0.9999	0.44735
0.4466	3.6952	19.8991	0.99985	0.49995	0.44645
0.44395	4.9495	19.5897	0.99995	0	0.44395
0.44305	6.2019	19.1938	0.99995	0.49995	0.443
0.4407	7.449	18.9518	1	0	0.4407
0.4401	8.7138	18.5673	1	0	0.4401
0.4402	9.9785	18.0376	0.99995	0.49995	0.44015
0.43675	11.2501	17.8263	0.99995	0.49995	0.4367
0.434	12.5323	17.4506	1	0	0.434
0.43785	13.8213	16.7801	1	0	0.43785
0.43405	15.1004	16.5927	1	0	0.43405
0.43105	16.3836	16.0696	1	0	0.43105
0.42895	17.6795	15.7975	1	0	0.42895
0.42655	18.9915	15.4086	1	0	0.42655
0.42395	20.2901	15.117	1	0	0.42395
0.42305	21.5885	14.581	1	0	0.42305
0.41765	22.9027	14.2835	1	0	0.41765
0.4156	24.2294	13.7182	1	0	0.4156
0.41515	25.5741	13.3957	1	0	0.41515
0.41375	26.9167	12.955	1	0	0.41375
0.4113	28.2654	12.3527	1	0	0.4113
0.4051	29.6061	12.0717	1	0	0.4051
0.40595	30.9748	11.4309	1	0	0.40595
0.40275	32.3483	11.0439	1	0	0.40275
0.39295	33.7469	10.9196	1	0	0.39295
0.38815	35.1612	10.3767	1	0	0.38815
0.38505	36.5953	9.8288	1	0	0.38505
0.3807	38.0579	9.2864	1	0	0.3807
0.3743	39.526	8.911	1	0	0.3743
0.3681	41.0233	8.3751	0.9999	0	0.3681
0.35565	42.5755	8.0388	0.99995	0	0.35565
0.34575	44.1493	7.47995	0.9999	0	0.34575
0.3361	45.7668	6.9296	0.9999	0	0.3361
0.32155	47.4642	6.27255	0.99985	0	0.32155
0.3037	49.2276	5.66545	0.99965	0	0.3037
0.2805	51.1105	5.00495	0.99925	0	0.2805
0.2402	53.1993	4.2864	0.9977	0	0.2402
0.1742	55.749	3.32695	0.9827	0	0.1742
