alpha = 0.7700	alpha = 0.7700
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.5000	prob.endemic = 0.5000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1769146199	seed = 1853697668
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.74675	0	-0.35215	0.706	0.9999	0.49435
0.74395	1.0369	0.29365	0.71455	0.9999	0.5048
0.73435	2.1093	1.28835	0.7248	0.9999	0.503
0.7229	3.2317	2.1104	0.73635	0.9999	0.5012
0.7062	4.3743	3.07755	0.7484	0.9999	0.4904
0.6966	5.5696	3.9506	0.7586	0.9999	0.489
0.68825	6.802	4.2707	0.76815	0.9999	0.4898
0.6794	8.0649	4.78445	0.77775	0.9999	0.49005
0.67215	9.3745	5.41935	0.78695	0.9999	0.4919
0.66245	10.7109	5.92465	0.7997	0.9999	0.494
0.64925	12.1045	6.498	0.80995	0.9999	0.48795
0.63955	13.5424	6.73155	0.81985	0.9999	0.4866
0.6242	15.0146	7.48785	0.83475	0.9999	0.48435
0.6181	16.5153	7.4469	0.8387	0.9999	0.48105
0.6045	18.0606	7.8652	0.8537	0.9999	0.4816
0.6012	19.6643	7.6399	0.85895	0.9999	0.48325
0.58675	21.3035	7.77175	0.871	0.9999	0.48145
0.57985	22.962	7.7497	0.87935	0.9999	0.47995
0.57325	24.646	7.50165	0.88715	0.9999	0.4828
0.56235	26.3813	7.509	0.8948	0.9999	0.4765
0.5507	28.1525	7.52545	0.902	0.9999	0.473
0.5453	29.9434	7.1609	0.90705	0.9999	0.4729
0.53855	31.7717	6.87355	0.91385	0.9999	0.4731
0.53125	33.6286	6.5284	0.9169	0.9999	0.46945
0.52095	35.5173	6.2159	0.9244	0.9999	0.46755
0.51925	37.4406	5.76095	0.9248	0.9999	0.4687
0.512	39.3928	5.26175	0.9279	0.9999	0.4653
0.50515	41.3653	4.8087	0.9308	0.9999	0.46575
0.4988	43.3509	4.2843	0.9276	0.9999	0.46045
0.48335	45.3892	3.8675	0.9284	0.9999	0.4511
0.48265	47.4686	3.11625	0.916	0.9999	0.4502
0.4793	49.5751	2.43085	0.897	0.9999	0.45085
0.4631	51.7222	1.8475	0.8699	0.9999	0.43825
0.4656	53.957	1.06195	0.8004	0.9999	0.44125
0.4475	56.2522	0.4301	0.7077	0.9999	0.4283
0.44805	58.7302	-0.2458	0.56995	0.9999	0.42695
0.44505	61.5211	-0.7243	0.41235	0.9999	0.42395
0.44635	64.9246	-1.65555	0.2597	0.9999	0.42455
0.4517	69.7534	-3.03625	0.1442	0.9999	0.42685
0.4746	79.0995	-5.26605	0.0799	0.9999	0.43785
