alpha = 0.3600	alpha = 0.3600
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.9000	prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1950299531	seed = 20880704
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.9486	0	0.0119	0.67295	0.9999	0.4998
0.9498	1.0246	0.0119	0.6733	0.9999	0.51575
0.94765	2.0776	0.0118	0.674	0.9999	0.5046
0.9441	3.1597	0.0118	0.67605	0.9999	0.4981
0.9459	4.2667	0.0117	0.67435	0.9999	0.49505
0.94435	5.4097	0.0117	0.67575	0.9999	0.49885
0.94045	6.587	0.0116	0.6783	0.9999	0.4954
0.9402	7.7928	0.0116	0.679	0.9999	0.5024
0.9354	9.0345	0.0115	0.6821	0.9999	0.5002
0.9365	10.317	0.0115	0.68	0.9999	0.484
0.9354	11.6331	0.0114	0.68195	0.9999	0.4986
0.92825	12.9873	0.0114	0.6863	0.9999	0.4914
0.92655	14.3914	0.0113	0.68825	0.9999	0.49665
0.9253	15.8594	0.0113	0.68875	0.9999	0.49635
0.9238	17.383	0.0112	0.68955	0.9999	0.491
0.9234	18.9635	0.0111	0.68955	0.9999	0.4927
0.91385	20.5955	0.011	0.6952	0.9999	0.4809
0.91345	22.3061	0.011	0.69705	0.9999	0.49935
0.91175	24.0687	0.0109	0.6977	0.9999	0.4958
0.9036	25.8975	0.0108	0.70295	0.9999	0.49185
0.8992	27.8104	0.0108	0.70625	0.9999	0.4929
0.89895	29.7986	0.0107	0.7068	0.9999	0.49805
0.8936	31.9058	0.0106	0.70875	0.9999	0.48665
0.888	34.0704	0.0105	0.7136	0.9999	0.49415
0.88395	36.411	0.0104	0.7159	0.9999	0.49135
0.87375	38.8421	0.0103	0.7201	0.9999	0.47725
0.8651	41.4285	0.0102	0.725	0.9999	0.4807
0.86235	44.1113	0.0101	0.72455	0.9999	0.47885
0.85305	46.9625	0.01	0.72385	0.9999	0.47915
0.84875	49.9807	0.0099	0.71565	0.9999	0.48555
0.8367	53.2368	0.0097	0.6989	0.9999	0.47015
0.83525	56.6925	0.0095	0.6661	0.9999	0.47625
0.83315	60.4902	0.0093	0.6228	0.9999	0.473
0.8411	64.7707	0.009	0.57615	0.9999	0.47755
0.8547	69.7412	0.00875	0.54255	0.9999	0.49245
0.87295	75.9886	0.0084	0.52775	0.9999	0.49615
0.8989	83.9351	0.0081	0.53355	0.9999	0.5044
0.92665	94.8662	0.00765	0.55175	0.9999	0.5189
0.9574	111.594	0.007	0.583	0.9999	0.54
0.98225	146.897	0.0057	0.61145	0.9999	0.55665
