alpha = 0.1300	alpha = 0.1300
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.7000	prob.endemic = 0.7000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1689828347	seed = 454018264
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.8545	0	0.3123	0.81895	0.9999	0.50655
0.8428	1.028	0.3122	0.82235	0.9999	0.4906
0.84585	2.079	0.3122	0.8217	0.9999	0.4983
0.8367	3.1568	0.3122	0.82705	0.9999	0.5013
0.8346	4.2696	0.3121	0.82865	0.9999	0.50605
0.83015	5.4155	0.3121	0.83005	0.9999	0.50005
0.82455	6.59	0.312	0.8323	0.9999	0.49735
0.81675	7.7912	0.312	0.8366	0.9999	0.50015
0.81705	9.0222	0.3119	0.8367	0.9999	0.5016
0.8	10.2937	0.3119	0.84415	0.9999	0.49535
0.80215	11.6183	0.3118	0.84305	0.9999	0.4947
0.79075	12.9607	0.3118	0.8484	0.9999	0.4926
0.7842	14.3624	0.31175	0.85165	0.9999	0.4948
0.77465	15.7816	0.3117	0.85545	0.9999	0.48945
0.7767	17.2665	0.3116	0.85435	0.9999	0.48995
0.7652	18.773	0.3116	0.8607	0.9999	0.4922
0.7648	20.3455	0.3115	0.8604	0.9999	0.4903
0.74965	21.9609	0.3115	0.86765	0.9999	0.49
0.74105	23.6358	0.62025	0.8711	0.9999	0.48715
0.74065	25.3551	1.0578	0.87375	0.9999	0.49655
0.7278	27.1226	1.5244	0.8782	0.9999	0.49045
0.72135	28.9562	1.73415	0.8811	0.9999	0.49075
0.70995	30.8285	2.14195	0.88605	0.9999	0.48985
0.70345	32.7661	2.33545	0.89	0.9999	0.4938
0.6912	34.7674	2.53615	0.89405	0.9999	0.4867
0.68615	36.8341	2.5456	0.897	0.9999	0.4893
0.6765	38.9533	2.52085	0.9004	0.9999	0.4889
0.67035	41.1406	2.4116	0.9013	0.9999	0.48475
0.6635	43.3749	2.25595	0.90485	0.9999	0.4903
0.64735	45.7079	2.2592	0.9091	0.9999	0.48515
0.6336	48.0834	1.9387	0.907	0.9999	0.4759
0.6168	50.5416	1.5902	0.90105	0.9999	0.47345
0.62065	53.0696	1.1015	0.87425	0.9999	0.4781
0.60775	55.7271	0.6583	0.82465	0.9999	0.4749
0.60655	58.5171	0.30995	0.74545	0.9999	0.4676
0.61685	61.7108	0.3095	0.64155	0.9999	0.4793
0.63745	65.5282	0.164	0.53185	0.9999	0.4896
0.69275	70.8114	-0.0537	0.4753	0.9999	0.5127
0.76995	79.592	0.3065	0.47945	0.9999	0.5479
0.88225	101.258	0.3071	0.58055	0.9999	0.59645
