alpha = 0.4600	alpha = 0.4600
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.2000	prob.endemic = 0.2000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1486287909	seed = 1743413841
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.60345	0	12.0823	0.90955	0.9999	0.503
0.51465	1.2107	17.0881	0.9714	0.9999	0.4825
0.48945	2.4789	17.8403	0.9834	0.9999	0.4709
0.479	3.7789	17.7693	0.98955	0.9999	0.46765
0.4742	5.1026	17.8845	0.9925	0.9999	0.46595
0.46695	6.4307	17.6358	0.995	0.9999	0.4619
0.4652	7.7622	17.4411	0.99665	0.9999	0.4618
0.46255	9.102	17.0462	0.99675	0.9999	0.4594
0.4639	10.4603	16.504	0.998	0.9999	0.46205
0.45805	11.8141	16.3443	0.9983	0.9999	0.45655
0.4551	13.186	16.022	0.99895	0.9999	0.4544
0.45745	14.5407	15.1477	0.9987	0.9999	0.45645
0.4552	15.9187	14.9938	0.999	0.9999	0.45455
0.45695	17.2936	14.2367	0.99905	0.9999	0.45625
0.45025	18.6736	14.2863	0.99945	0.9999	0.45
0.4502	20.064	13.617	0.99925	0.9999	0.4498
0.44545	21.4663	13.6039	0.9995	0.49995	0.4454
0.443	22.8645	13.0227	0.9994	0.9999	0.4429
0.44635	24.2693	12.3189	0.99945	0.49995	0.44625
0.4419	25.6836	12.1053	0.9992	0.9999	0.44175
0.438	27.0965	11.7811	0.99935	0.49995	0.4379
0.43475	28.5104	11.2983	0.9994	0	0.43475
0.4393	29.9273	10.6844	0.99935	0	0.4393
0.4338	31.3591	10.2919	0.9992	0.49995	0.43375
0.4291	32.7898	9.92795	0.9992	0	0.4291
0.42355	34.2457	9.5811	0.99905	0	0.42355
0.42425	35.7116	8.85995	0.99905	0	0.42425
0.4202	37.1988	8.39835	0.9988	0	0.4202
0.41745	38.672	7.9709	0.9985	0	0.41745
0.41365	40.1834	7.48265	0.9985	0	0.41365
0.4061	41.7174	7.02225	0.9982	0	0.4061
0.4044	43.2535	6.4353	0.9975	0	0.4044
0.39555	44.822	5.94125	0.9971	0	0.39555
0.39005	46.4176	5.34305	0.99605	0	0.39005
0.37935	48.0476	4.859	0.99485	0	0.37935
0.367	49.7517	4.24435	0.99255	0	0.367
0.3485	51.5002	3.67115	0.9866	0	0.3485
0.32425	53.3581	3.0433	0.9747	0	0.32425
0.2916	55.389	2.2924	0.93915	0	0.2916
0.2355	57.8626	1.2982	0.8218	0	0.2355
