alpha = 0.3600	alpha = 0.3600
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.1000	prob.endemic = 0.1000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 353528599	seed = 1599346098
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.5518	0	15.1306	0.9564	0.9999	0.50245
0.4603	1.2047	19.8296	0.99735	0.9999	0.45715
0.448	2.4304	20.5144	0.99925	0.9999	0.4471
0.4472	3.6636	19.7934	0.9997	0.9999	0.447
0.44635	4.9032	19.3285	0.99995	0.49995	0.4463
0.44385	6.1551	19.2195	0.99985	0	0.44385
0.44495	7.4152	18.4659	0.99995	0	0.44495
0.43725	8.6757	18.6599	1	0	0.43725
0.44035	9.9414	17.7851	0.99995	0.49995	0.4403
0.4409	11.212	17.2895	1	0	0.4409
0.4346	12.4929	17.2138	1	0	0.4346
0.43455	13.7581	16.8572	1	0	0.43455
0.4343	15.0386	16.4183	1	0	0.4343
0.42765	16.3298	16.1919	1	0	0.42765
0.4276	17.6203	15.7411	1	0	0.4276
0.42945	18.9273	15.0921	1	0	0.42945
0.4302	20.226	14.4393	1	0	0.4302
0.42305	21.5449	14.4823	1	0	0.42305
0.4177	22.8716	14.253	1	0	0.4177
0.4179	24.2007	13.5281	1	0	0.4179
0.42055	25.5315	12.7453	1	0	0.42055
0.41445	26.8719	12.6613	1	0	0.41445
0.4143	28.2248	12.0581	1	0	0.4143
0.4084	29.5862	11.9238	1	0	0.4084
0.4047	30.9649	11.4623	1	0	0.4047
0.3974	32.344	11.2029	1	0	0.3974
0.39705	33.7311	10.5356	1	0	0.39705
0.39015	35.1401	10.0512	1	0	0.39015
0.38415	36.5689	9.7824	0.99995	0	0.38415
0.3826	38.0296	9.1737	0.9999	0	0.3826
0.37095	39.5075	8.82835	0.9999	0	0.37095
0.36425	41.0116	8.3965	0.9999	0	0.36425
0.3561	42.5551	7.84485	0.9999	0	0.3561
0.34885	44.1087	7.2511	0.9998	0	0.34885
0.3403	45.7296	6.63535	0.99975	0	0.3403
0.32365	47.4211	6.14285	0.9996	0	0.32365
0.30075	49.1982	5.65705	0.9994	0	0.30075
0.2773	51.1172	4.9492	0.9986	0	0.2773
0.2384	53.2183	4.1053	0.99645	0	0.2384
0.17235	55.7689	3.1243	0.97725	0	0.17235
