alpha = 0.1000	alpha = 0.1000
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.4000	prob.endemic = 0.4000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 647033194	seed = 1670636812
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.6987	0	5.19435	0.9036	0.9999	0.5017
0.6811	1.063	6.4425	0.9112	0.9999	0.49895
0.66725	2.1911	7.6281	0.9207	0.9999	0.50725
0.6456	3.3706	8.75885	0.9295	0.9999	0.5024
0.6304	4.6011	9.7066	0.9343	0.9999	0.4951
0.61475	5.8733	10.3469	0.94175	0.9999	0.496
0.59895	7.1883	11.3049	0.9475	0.9999	0.49
0.59385	8.5437	11.1103	0.95175	0.9999	0.49585
0.5825	9.9236	11.6292	0.9569	0.9999	0.4951
0.5688	11.3334	11.8679	0.9604	0.9999	0.48835
0.55745	12.7841	11.9577	0.96565	0.9999	0.48745
0.55265	14.2472	11.9404	0.9678	0.9999	0.4874
0.53855	15.7558	12.1127	0.97255	0.9999	0.48275
0.5359	17.2776	11.8504	0.97455	0.9999	0.48495
0.53365	18.8294	11.5435	0.97685	0.9999	0.48825
0.5288	20.4075	11.0175	0.9785	0.9999	0.4868
0.52065	21.9933	10.9493	0.9814	0.9999	0.4848
0.51875	23.5947	10.4588	0.98295	0.9999	0.48715
0.51135	25.2198	10.3085	0.985	0.9999	0.4833
0.50885	26.8434	10.0054	0.98545	0.9999	0.48215
0.4987	28.492	10	0.98785	0.9999	0.4775
0.4986	30.1466	9.3763	0.9881	0.9999	0.4777
0.4957	31.8139	8.8943	0.9883	0.9999	0.4766
0.4915	33.4907	8.4334	0.9912	0.9999	0.47845
0.4911	35.1756	7.8667	0.99085	0.9999	0.4779
0.48015	36.8845	7.7754	0.99175	0.9999	0.46895
0.47985	38.6065	7.1669	0.9917	0.9999	0.46955
0.47735	40.3504	6.59845	0.99125	0.9999	0.46775
0.47915	42.0781	5.94125	0.99165	0.9999	0.47145
0.4765	43.806	5.37885	0.99095	0.9999	0.4691
0.47325	45.5682	4.88155	0.9901	0.9999	0.4678
0.4635	47.3436	4.38645	0.9887	0.9999	0.45755
0.46405	49.1417	3.81465	0.9866	0.9999	0.45925
0.45615	50.9332	3.2237	0.98075	0.9999	0.4518
0.45155	52.7718	2.5962	0.97125	0.9999	0.44815
0.449	54.6377	1.94705	0.9469	0.9999	0.4462
0.4325	56.5555	1.3835	0.8939	0.9999	0.4304
0.42905	58.6062	0.77965	0.79745	0.9999	0.42655
0.43315	60.9744	0.3137	0.64135	0.9999	0.4302
0.4668	64.6682	-0.5164	0.4441	0.9999	0.4618
