alpha = 0.3600	alpha = 0.3600
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.2000	prob.endemic = 0.2000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 707241699	seed = 662361385
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.60035	0	12.0251	0.92055	0.9999	0.5
0.507	1.2102	17.4406	0.97675	0.9999	0.47765
0.48915	2.4934	18.135	0.9866	0.9999	0.47185
0.47515	3.7948	18.3727	0.99255	0.9999	0.4659
0.46945	5.1067	18.2948	0.99515	0.9999	0.4636
0.468	6.4353	17.6594	0.9962	0.9999	0.46335
0.46725	7.7857	17.2148	0.99695	0.9999	0.46405
0.4633	9.1222	17.0816	0.998	0.9999	0.4611
0.4666	10.455	16.2989	0.9981	0.9999	0.46475
0.45495	11.8166	16.7105	0.9988	0.9999	0.454
0.45175	13.1649	16.3362	0.999	0.9999	0.4509
0.4561	14.5393	15.5396	0.9989	0.9999	0.45495
0.45345	15.9238	15.261	0.9993	0.9999	0.4528
0.4542	17.2949	14.6444	0.9994	0.9999	0.45375
0.45105	18.6668	14.4508	0.99935	0.9999	0.45055
0.45005	20.0601	13.8879	0.9995	0.9999	0.4497
0.44665	21.4543	13.5437	0.99935	0.9999	0.44625
0.44565	22.8537	13.1423	0.9995	0.9999	0.44555
0.4507	24.2579	12.2401	0.9996	0.9999	0.4506
0.4404	25.6715	12.1848	0.99965	0.49995	0.44035
0.4362	27.0795	12.0844	0.9995	0.49995	0.43605
0.43485	28.5059	11.5074	0.9996	0	0.43485
0.44165	29.9277	10.4464	0.9995	0.49995	0.4416
0.4396	31.3662	10.1401	0.99945	0.49995	0.4395
0.43255	32.8069	9.94845	0.9994	0	0.43255
0.4223	34.2585	9.735	0.9994	0	0.4223
0.4244	35.714	9.0527	0.9993	0.49995	0.42435
0.42075	37.1949	8.56895	0.99915	0	0.42075
0.41705	38.6941	8.0421	0.9989	0	0.41705
0.41015	40.2137	7.66845	0.9988	0	0.41015
0.4091	41.7418	7.07	0.99855	0	0.4091
0.404	43.3001	6.5223	0.9983	0	0.404
0.3966	44.8593	6.02555	0.99775	0	0.3966
0.3916	46.4421	5.4916	0.99705	0	0.3916
0.37845	48.0863	4.9474	0.9959	0	0.37845
0.36635	49.7567	4.40285	0.99395	0	0.36635
0.3504	51.4981	3.79175	0.9902	0	0.3504
0.3261	53.3366	3.12805	0.9792	0	0.3261
0.29585	55.3409	2.413	0.94995	0	0.29585
0.23625	57.7458	1.45975	0.8522	0	0.23625
