alpha = 0.2800	alpha = 0.2800
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.4000	prob.endemic = 0.4000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 530193849	seed = 1508999341
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.69895	0	5.01395	0.86545	0.9999	0.50055
0.6766	1.0658	6.89115	0.87755	0.9999	0.4933
0.6589	2.1829	7.93305	0.88995	0.9999	0.49645
0.6456	3.3454	8.69635	0.8993	0.9999	0.4978
0.6271	4.5728	9.5064	0.91075	0.9999	0.49645
0.6166	5.8413	10.0057	0.91725	0.9999	0.4957
0.60495	7.1431	10.5676	0.92275	0.9999	0.4907
0.58975	8.4885	10.9306	0.92885	0.9999	0.48295
0.58005	9.8647	11.3939	0.9363	0.9999	0.48565
0.56645	11.2791	11.7592	0.9437	0.9999	0.48315
0.55865	12.734	11.7958	0.94965	0.9999	0.48545
0.54465	14.2249	12.0548	0.9561	0.9999	0.48
0.5413	15.7308	11.7744	0.9587	0.9999	0.4818
0.54555	17.2542	10.8844	0.96075	0.9999	0.4903
0.531	18.8101	11.4016	0.9667	0.9999	0.4846
0.5216	20.3772	11.2835	0.9693	0.9999	0.47845
0.5206	21.9837	10.737	0.9717	0.9999	0.48165
0.51075	23.5889	10.7673	0.97595	0.9999	0.4781
0.50675	25.2143	10.179	0.97915	0.9999	0.4798
0.5053	26.8591	9.8921	0.98015	0.9999	0.48025
0.50235	28.5	9.467	0.98025	0.9999	0.4771
0.49115	30.1663	9.34955	0.9837	0.9999	0.4716
0.49535	31.8489	8.6279	0.98395	0.9999	0.47665
0.4906	33.5604	8.1916	0.9852	0.9999	0.47445
0.4758	35.2781	8.0921	0.98655	0.9999	0.4619
0.47905	37.0072	7.3716	0.98715	0.9999	0.46775
0.4827	38.7419	6.7332	0.98515	0.9999	0.4703
0.47435	40.4843	6.368	0.98735	0.9999	0.46495
0.4731	42.2233	5.8428	0.9864	0.9999	0.465
0.4669	43.9778	5.27455	0.98585	0.9999	0.46065
0.46885	45.7655	4.59215	0.98475	0.9999	0.46305
0.46	47.579	4.1181	0.9824	0.9999	0.45505
0.4586	49.4083	3.4977	0.9767	0.9999	0.45405
0.4496	51.2564	2.89215	0.96805	0.9999	0.44505
0.4413	53.1254	2.2947	0.94925	0.9999	0.43725
0.42825	55.0167	1.6703	0.91155	0.9999	0.4256
0.42615	56.9741	1.01245	0.8356	0.9999	0.4237
0.4199	59.131	0.37175	0.70595	0.9999	0.417
0.423	61.733	-0.2057	0.52715	0.9999	0.42015
0.4478	65.9111	-1.11925	0.32835	0.9999	0.44295
