alpha = 0.2200	alpha = 0.2200
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.2000	prob.endemic = 0.2000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 930719207	seed = 297290084
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.59995	0	12.3839	0.9352	0.9999	0.49985
0.50855	1.2176	17.3927	0.98255	0.9999	0.4815
0.49115	2.5012	17.9802	0.98995	0.9999	0.4759
0.4787	3.8088	18.1604	0.9936	0.9999	0.46905
0.4722	5.1363	18.2078	0.9958	0.9999	0.46595
0.46645	6.4824	17.8631	0.9976	0.9999	0.46305
0.4678	7.8192	17.2023	0.9983	0.9999	0.4655
0.46375	9.1547	17.042	0.9987	0.9999	0.4619
0.4657	10.5207	16.4931	0.9989	0.9999	0.4644
0.46045	11.8872	16.4099	0.999	0.9999	0.4594
0.45735	13.2501	16.1539	0.9994	0.9999	0.45685
0.45355	14.623	15.8969	0.9996	0.9999	0.45315
0.4572	15.9917	15.1383	0.99975	0.9999	0.4571
0.4544	17.3714	14.8057	0.99955	0.9999	0.45405
0.4552	18.7704	14.1635	0.99975	0.49995	0.4551
0.45205	20.1499	13.9337	0.99965	0.9999	0.4518
0.45145	21.5445	13.427	0.9997	0.9999	0.4513
0.45005	22.9399	13.0132	0.9997	0.9999	0.44995
0.44575	24.3404	12.5733	0.99975	0.49995	0.4457
0.4443	25.7435	12.252	0.99975	0.49995	0.44425
0.43805	27.1659	12.0704	0.9997	0	0.43805
0.4398	28.5776	11.3308	0.9997	0	0.4398
0.4378	30.0051	10.8848	0.99965	0	0.4378
0.43795	31.4406	10.4379	0.99955	0.49995	0.4379
0.4288	32.8707	10.1776	0.99965	0	0.4288
0.42765	34.3198	9.57895	0.9996	0.49995	0.4276
0.42225	35.7796	9.21675	0.9996	0	0.42225
0.421	37.256	8.79865	0.9995	0	0.421
0.41675	38.7525	8.21965	0.9993	0	0.41675
0.411	40.2765	7.86085	0.99925	0	0.411
0.40895	41.8101	7.21895	0.9991	0	0.40895
0.40485	43.3471	6.69605	0.9989	0	0.40485
0.40025	44.8896	6.0796	0.99855	0	0.40025
0.39005	46.4698	5.66905	0.99805	0	0.39005
0.37965	48.0968	5.0859	0.99745	0	0.37965
0.37065	49.7367	4.5228	0.9961	0	0.37065
0.3534	51.4806	3.9475	0.9927	0	0.3534
0.3287	53.3172	3.331	0.9858	0	0.3287
0.29635	55.3018	2.58015	0.96385	0	0.29635
0.23795	57.6781	1.63785	0.88095	0	0.23795
