alpha = 0.2200	alpha = 0.2200
gamma = 60.0000	gamma = 60.0000
prob.endemic = 0.7000	prob.endemic = 0.7000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1223763984	seed = 1309157871
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.8506	0	0.1828	0.78635	0.9999	0.4951
0.84855	1.0262	0.1827	0.7886	0.9999	0.5017
0.8354	2.0786	0.1827	0.79525	0.9999	0.49675
0.8392	3.1622	0.1826	0.79415	0.9999	0.50035
0.8324	4.2819	0.1826	0.7978	0.9999	0.4995
0.83395	5.4259	0.1826	0.7984	0.9999	0.5081
0.8235	6.6003	0.1825	0.80335	0.9999	0.5006
0.82105	7.8044	0.1825	0.8051	0.9999	0.50355
0.81115	9.046	0.1824	0.81015	0.9999	0.4987
0.8128	10.3221	0.1824	0.80865	0.9999	0.49915
0.80105	11.648	0.1823	0.8149	0.9999	0.4947
0.7875	13.0073	0.1823	0.82165	0.9999	0.49025
0.79005	14.4031	0.1822	0.8215	0.9999	0.49455
0.78015	15.8459	0.1822	0.82705	0.9999	0.49455
0.7794	17.3192	0.1821	0.8286	0.9999	0.4976
0.76035	18.8478	0.1821	0.83695	0.9999	0.489
0.7594	20.4304	0.182	0.83955	0.9999	0.4965
0.7479	22.0731	0.182	0.84365	0.9999	0.48705
0.7428	23.7506	0.6293	0.8484	0.9999	0.495
0.7384	25.4746	0.9157	0.85095	0.9999	0.49485
0.7269	27.2584	1.45305	0.85605	0.9999	0.4888
0.7183	29.1139	1.71765	0.8595	0.9999	0.48535
0.71385	31.0166	1.95495	0.8648	0.9999	0.4951
0.6992	32.9554	2.2942	0.871	0.9999	0.48925
0.69405	34.9648	2.40265	0.8748	0.9999	0.4921
0.68035	37.0581	2.552	0.87905	0.9999	0.4827
0.6679	39.1735	2.6638	0.88395	0.9999	0.48005
0.6637	41.3842	2.33295	0.8859	0.9999	0.48375
0.6461	43.6284	2.469	0.89265	0.9999	0.47845
0.63845	45.9611	2.19965	0.8937	0.9999	0.4791
0.63415	48.3289	1.73125	0.8868	0.9999	0.4761
0.61545	50.8055	1.4618	0.8785	0.9999	0.4674
0.60635	53.366	0.9788	0.84705	0.9999	0.4633
0.60905	56.0629	0.463	0.78705	0.9999	0.4718
0.6021	58.9329	0.1803	0.6978	0.9999	0.4661
0.6075	62.17	0.1799	0.5848	0.9999	0.46785
0.62985	65.963	-0.10855	0.47545	0.9999	0.4827
0.66985	71.2862	-0.45895	0.4096	0.9999	0.5027
0.74715	80.0583	-0.16505	0.41715	0.9999	0.5339
0.85895	100.834	0.1774	0.51345	0.9999	0.57185
