alpha = 0.1300
gamma = 20.0000
prob.endemic = 0.1000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 785187479
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5463	0.0000	329508.6563	0.9856	0.9999	0.4978
0.5469	1.0020	211492.6088	0.9848	0.9999	0.4959
0.5457	2.0038	108240.1948	0.9854	0.9999	0.4976
0.5390	3.0070	73869.9283	0.9857	0.9999	0.4912
0.5540	4.0130	20309.9037	0.9849	0.9999	0.5051
0.5435	5.0194	18692.4840	0.9852	0.9999	0.4970
0.5491	6.0290	8378.5469	0.9844	0.9999	0.5003
0.5465	7.0370	5022.4752	0.9842	0.9999	0.4978
0.5452	8.0466	2492.5283	0.9840	0.9999	0.4967
0.5385	9.0596	1751.4404	0.9852	0.9999	0.4957
0.5429	10.0724	756.1616	0.9846	0.9999	0.4989
0.5391	11.0858	544.6433	0.9839	0.9999	0.4926
0.5393	12.1022	226.8235	0.9843	0.9999	0.4944
0.5394	13.1186	143.4447	0.9834	0.9999	0.4961
0.5395	14.1388	67.7485	0.9821	0.9999	0.4955
0.5399	15.1610	37.9863	0.9813	0.9999	0.4967
0.5402	16.1860	19.8901	0.9782	0.9999	0.4945
0.5387	17.2120	10.7782	0.9761	0.9999	0.4990
0.5400	18.2378	5.6292	0.9657	0.9999	0.5000
0.5346	19.2680	2.9289	0.9294	0.9999	0.4893
0.5327	20.3052	2.0402	0.7922	0.9999	0.4897
0.5366	21.3640	0.9548	0.5442	0.9999	0.4931
0.5419	22.4656	0.4936	0.4100	0.9999	0.4976
0.5540	23.6428	0.2848	0.3400	0.9999	0.5101
0.5689	24.9006	0.1599	0.3000	0.9999	0.5224
0.5792	26.2740	0.0951	0.2744	0.9999	0.5323
0.5911	27.7892	0.0556	0.2608	0.9999	0.5378
0.6020	29.4674	0.0346	0.2458	0.9999	0.5505
0.6134	31.3662	0.0231	0.2519	0.9999	0.5518
0.6318	33.5308	0.0189	0.2510	0.9999	0.5622
0.6632	36.0706	0.0261	0.2774	0.9999	0.5858
0.6802	39.2330	0.0257	0.2974	0.9999	0.5897
0.7180	43.1708	0.0857	0.3441	0.9999	0.6119
0.7503	48.5370	0.1961	0.3872	0.9999	0.6264
0.7958	55.6826	0.9272	0.4639	0.9999	0.6436
0.8511	65.4506	2.0236	0.5558	0.9999	0.6738
0.9045	80.5530	2.0240	0.6564	0.9999	0.7074
0.9461	103.0552	2.0207	0.7425	0.9999	0.7458
0.9792	140.2900	2.0151	0.8136	0.9999	0.8000
0.9945	219.0594	2.0022	0.8482	0.9999	0.8650
