alpha = 0.1700
gamma = 5.0000
prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 654951887
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9489	0.0000	1.7728	0.8465	0.9999	0.5081
0.9444	1.0222	1.7727	0.8466	0.9999	0.4765
0.9493	2.0678	1.7725	0.8456	0.9999	0.5163
0.9444	3.1342	1.7723	0.8448	0.9999	0.4690
0.9465	4.2282	1.7721	0.8392	0.9999	0.5055
0.9423	5.3492	1.7720	0.8182	0.9999	0.4688
0.9459	6.4948	1.7718	0.7902	0.9999	0.5197
0.9461	7.6794	1.7714	0.7752	0.9999	0.5127
0.9547	8.9166	1.7712	0.7765	0.9999	0.5100
0.9607	10.1878	1.7711	0.7786	0.9999	0.5441
0.9654	11.5094	1.7709	0.7831	0.9999	0.5292
0.9671	12.8926	1.7705	0.7828	0.9999	0.5604
0.9733	14.3306	1.7704	0.7896	0.9999	0.5707
0.9754	15.8410	1.7700	0.7896	0.9999	0.5816
0.9788	17.4174	1.7698	0.7962	0.9999	0.5786
0.9837	19.0630	1.7695	0.8019	0.9999	0.6026
0.9878	20.7594	1.7691	0.8067	0.9999	0.6433
0.9884	22.5638	1.7689	0.8100	0.9999	0.6029
0.9874	24.4412	1.7686	0.8088	0.9999	0.5746
0.9907	26.4426	1.7682	0.8132	0.9999	0.6024
0.9927	28.5210	1.7679	0.8165	0.9999	0.6290
0.9950	30.7082	1.7675	0.8184	0.9999	0.7062
0.9950	33.0152	1.7670	0.8192	0.9999	0.7022
0.9971	35.5084	1.7666	0.8230	0.9999	0.7467
0.9976	38.1160	1.7661	0.8233	0.9999	0.7508
0.9977	40.9096	1.7658	0.8241	0.9999	0.7181
0.9977	43.9182	1.7652	0.8245	0.9999	0.6682
0.9985	47.1972	1.7645	0.8256	0.9999	0.7773
0.9994	50.7308	1.7640	0.8268	0.9999	0.8699
0.9998	54.5672	1.7633	0.8278	0.9999	0.9368
0.9995	58.8088	1.7626	0.8271	0.9999	0.8785
0.9997	63.3622	1.7619	0.8270	0.9999	0.9341
0.9997	68.5766	1.7608	0.8268	0.9999	0.9195
0.9995	74.5858	1.7599	0.8271	0.9999	0.7215
0.9997	81.5986	1.7587	0.8274	0.9999	0.7550
0.9997	90.0076	1.7573	0.8269	0.9999	0.8555
0.9999	100.7470	1.7556	0.8271	0.9999	0.9965
0.9999	114.6766	1.7531	0.8266	0.9999	0.9966
0.9999	135.4040	1.7496	0.8261	0.9999	0.0000
0.9999	176.6900	1.7433	0.8248	0.9999	0.0000
