alpha = 0.1300
gamma = 20.0000
prob.endemic = 0.4000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1099854162
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7017	0.0000	65.9213	0.9460	0.9999	0.4985
0.7030	1.0054	52.5617	0.9463	0.9999	0.5023
0.6931	2.0190	80.9709	0.9476	0.9999	0.4927
0.6949	3.0416	66.9213	0.9483	0.9999	0.5010
0.6908	4.0742	68.7568	0.9482	0.9999	0.4952
0.6874	5.1196	57.0386	0.9502	0.9999	0.5044
0.6857	6.1628	47.2659	0.9497	0.9999	0.4978
0.6828	7.2172	41.0211	0.9499	0.9999	0.4957
0.6849	8.2766	29.0874	0.9496	0.9999	0.5007
0.6768	9.3420	29.9791	0.9512	0.9999	0.4970
0.6759	10.4206	22.7399	0.9499	0.9999	0.4881
0.6707	11.5056	21.0151	0.9521	0.9999	0.4963
0.6701	12.6034	15.5617	0.9516	0.9999	0.4951
0.6660	13.7024	12.6813	0.9503	0.9999	0.4867
0.6686	14.8106	9.4780	0.9505	0.9999	0.4952
0.6657	15.9314	5.8264	0.9488	0.9999	0.4964
0.6523	17.0594	4.5473	0.9446	0.9999	0.4866
0.6637	18.1914	2.8093	0.9241	0.9999	0.4969
0.6594	19.3372	2.0406	0.8740	0.9999	0.4944
0.6575	20.5228	2.0402	0.7672	0.9999	0.4932
0.6651	21.7388	1.8408	0.6414	0.9999	0.4992
0.6785	23.0334	1.0699	0.5381	0.9999	0.5047
0.7097	24.4444	1.0113	0.5104	0.9999	0.5319
0.7200	26.0404	0.9276	0.4873	0.9999	0.5309
0.7494	27.8030	1.1389	0.4994	0.9999	0.5528
0.7833	29.8078	1.8585	0.5257	0.9999	0.5724
0.8157	32.1046	2.0366	0.5631	0.9999	0.5926
0.8382	34.8042	2.0361	0.5874	0.9999	0.6038
0.8686	37.9138	2.0355	0.6259	0.9999	0.6266
0.9001	41.5760	2.0351	0.6793	0.9999	0.6410
0.9270	46.1134	2.0343	0.7195	0.9999	0.6744
0.9476	51.1944	2.0333	0.7583	0.9999	0.6904
0.9670	57.2278	2.0323	0.7918	0.9999	0.7292
0.9814	64.1762	2.0313	0.8238	0.9999	0.7666
0.9892	72.7362	2.0294	0.8399	0.9999	0.8050
0.9953	83.1006	2.0276	0.8553	0.9999	0.8394
0.9979	96.0222	2.0250	0.8600	0.9999	0.9015
0.9995	113.8130	2.0217	0.8650	0.9999	0.9630
0.9996	140.0104	2.0167	0.8651	0.9999	0.9576
0.9998	192.9302	2.0074	0.8649	0.9999	0.9740
