alpha = 0.7700
gamma = 10.0000
prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1744597907
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8014	0.0000	0.2616	0.4969	0.9999	0.4974
0.7994	1.0148	0.2616	0.5033	0.9999	0.5105
0.7915	2.0504	0.2616	0.5031	0.9999	0.4979
0.7845	3.0934	0.2615	0.5009	0.9999	0.4862
0.7875	4.1594	0.2615	0.4885	0.9999	0.4924
0.7834	5.2458	0.2615	0.4831	0.9999	0.4873
0.7805	6.3550	0.2615	0.4676	0.9999	0.4857
0.7756	7.4782	0.2614	0.4334	0.9999	0.4877
0.7730	8.6300	0.2614	0.3713	0.9999	0.4830
0.7700	9.8054	0.2614	0.2799	0.9999	0.4731
0.7617	11.0252	0.2613	0.1911	0.9999	0.4838
0.7739	12.2790	0.2613	0.1642	0.9999	0.4792
0.7710	13.5712	0.2612	0.1516	0.9999	0.4838
0.7777	14.9192	0.2612	0.1466	0.9999	0.4988
0.7745	16.3024	0.2612	0.1433	0.9999	0.4816
0.7768	17.7624	0.2611	0.1409	0.9999	0.4857
0.7771	19.2774	0.2611	0.1404	0.9999	0.4817
0.7769	20.8516	0.2610	0.1381	0.9999	0.4838
0.7848	22.4892	0.2610	0.1391	0.9999	0.4976
0.7808	24.2008	0.2609	0.1391	0.9999	0.4749
0.7817	25.9862	0.2608	0.1386	0.9999	0.4838
0.7804	27.8880	0.2608	0.1380	0.9999	0.4773
0.7907	29.9082	0.2608	0.1410	0.9999	0.4820
0.7998	32.0304	0.2607	0.1417	0.9999	0.5007
0.7784	34.3136	0.2606	0.1354	0.9999	0.4816
0.7893	36.7838	0.2605	0.1392	0.9999	0.4827
0.7983	39.3600	0.2605	0.1418	0.9999	0.4927
0.8041	42.2054	0.2604	0.1441	0.9999	0.4865
0.8042	45.2782	0.2603	0.1434	0.9999	0.4932
0.8011	48.6196	0.2602	0.1437	0.9999	0.4791
0.8138	52.3380	0.2601	0.1469	0.9999	0.4968
0.8029	56.3982	0.2600	0.1442	0.9999	0.4806
0.8092	61.0184	0.2599	0.1464	0.9999	0.4822
0.8222	66.3580	0.2597	0.1501	0.9999	0.4939
0.8313	72.4430	0.2595	0.1529	0.9999	0.5009
0.8378	79.5610	0.2593	0.1569	0.9999	0.4933
0.8355	88.9174	0.2591	0.1565	0.9999	0.4855
0.8472	101.3920	0.2587	0.1621	0.9999	0.4795
0.8671	119.8278	0.2582	0.1677	0.9999	0.5024
0.8882	158.0254	0.2572	0.1772	0.9999	0.4977
