alpha = 0.2800
gamma = 10.0000
prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 658636160
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9488	0.0000	1.2742	0.7472	0.9999	0.4968
0.9498	1.0198	1.2741	0.7464	0.9999	0.4922
0.9474	2.0670	1.2740	0.7476	0.9999	0.4967
0.9456	3.1420	1.2739	0.7486	0.9999	0.5026
0.9415	4.2436	1.2737	0.7501	0.9999	0.4961
0.9448	5.3628	1.2736	0.7483	0.9999	0.5098
0.9385	6.5154	1.2735	0.7493	0.9999	0.4821
0.9374	7.7002	1.2733	0.7461	0.9999	0.4947
0.9371	8.9160	1.2731	0.7362	0.9999	0.4885
0.9390	10.1718	1.2730	0.7141	0.9999	0.5020
0.9373	11.4610	1.2728	0.6861	0.9999	0.4821
0.9393	12.7870	1.2726	0.6656	0.9999	0.4994
0.9489	14.1644	1.2725	0.6668	0.9999	0.5104
0.9495	15.5998	1.2722	0.6619	0.9999	0.5107
0.9549	17.0786	1.2721	0.6638	0.9999	0.5336
0.9567	18.6434	1.2718	0.6660	0.9999	0.5195
0.9619	20.2522	1.2717	0.6695	0.9999	0.5379
0.9680	21.9748	1.2714	0.6777	0.9999	0.5274
0.9673	23.7730	1.2712	0.6768	0.9999	0.5136
0.9719	25.6350	1.2709	0.6790	0.9999	0.5644
0.9704	27.6578	1.2707	0.6813	0.9999	0.5056
0.9758	29.7358	1.2704	0.6847	0.9999	0.5420
0.9797	31.9902	1.2702	0.6901	0.9999	0.5542
0.9819	34.3840	1.2699	0.6923	0.9999	0.5744
0.9841	36.8900	1.2695	0.6955	0.9999	0.5528
0.9833	39.6044	1.2693	0.6950	0.9999	0.5550
0.9879	42.5570	1.2689	0.7007	0.9999	0.5706
0.9881	45.6986	1.2685	0.7007	0.9999	0.5797
0.9926	49.0198	1.2681	0.7063	0.9999	0.6473
0.9927	52.7260	1.2676	0.7071	0.9999	0.5827
0.9941	56.9048	1.2671	0.7082	0.9999	0.6433
0.9965	61.4282	1.2665	0.7114	0.9999	0.7232
0.9971	66.6482	1.2659	0.7124	0.9999	0.6824
0.9980	72.5964	1.2652	0.7147	0.9999	0.6082
0.9985	79.5052	1.2643	0.7149	0.9999	0.6867
0.9978	87.6820	1.2633	0.7136	0.9999	0.6770
0.9991	98.0134	1.2621	0.7155	0.9999	0.6468
0.9994	111.7410	1.2604	0.7157	0.9999	0.7076
0.9999	132.3334	1.2580	0.7156	0.9999	0.0000
0.9999	172.9704	1.2535	0.7140	0.9999	0.9641
