alpha = 0.1700
gamma = 15.0000
prob.endemic = 0.8000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 155103608
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8996	0.0000	1.7746	0.8633	0.9999	0.4937
0.9012	1.0172	1.7744	0.8638	0.9999	0.5134
0.8963	2.0550	1.7743	0.8642	0.9999	0.4934
0.8921	3.1170	1.7741	0.8659	0.9999	0.4991
0.8932	4.1886	1.7739	0.8657	0.9999	0.5056
0.8941	5.2852	1.7737	0.8648	0.9999	0.5032
0.8937	6.4082	1.7736	0.8646	0.9999	0.4974
0.8854	7.5524	1.7734	0.8675	0.9999	0.5034
0.8787	8.7102	1.7732	0.8681	0.9999	0.4890
0.8828	9.8956	1.7730	0.8668	0.9999	0.4998
0.8725	11.1072	1.7728	0.8681	0.9999	0.4912
0.8786	12.3534	1.7725	0.8623	0.9999	0.4960
0.8775	13.6382	1.7723	0.8472	0.9999	0.5010
0.8797	14.9364	1.7720	0.8144	0.9999	0.5043
0.8800	16.2828	1.7718	0.7710	0.9999	0.5119
0.8841	17.6936	1.7714	0.7286	0.9999	0.5106
0.8903	19.1722	1.7711	0.7045	0.9999	0.5122
0.9049	20.7568	1.7709	0.7072	0.9999	0.5252
0.9166	22.4336	1.7705	0.7140	0.9999	0.5476
0.9291	24.1876	1.7702	0.7229	0.9999	0.5547
0.9380	26.1522	1.7698	0.7334	0.9999	0.5671
0.9495	28.2196	1.7695	0.7467	0.9999	0.5873
0.9553	30.4192	1.7691	0.7574	0.9999	0.5785
0.9655	32.7968	1.7688	0.7716	0.9999	0.5998
0.9720	35.3384	1.7684	0.7781	0.9999	0.6251
0.9782	38.0632	1.7679	0.7889	0.9999	0.6401
0.9815	41.0274	1.7674	0.7953	0.9999	0.6426
0.9874	44.2736	1.7668	0.8045	0.9999	0.6704
0.9908	47.7898	1.7661	0.8094	0.9999	0.7055
0.9937	51.5670	1.7656	0.8148	0.9999	0.7385
0.9954	55.7972	1.7649	0.8202	0.9999	0.6713
0.9969	60.5486	1.7640	0.8216	0.9999	0.7287
0.9969	65.8576	1.7631	0.8227	0.9999	0.7061
0.9989	71.9626	1.7621	0.8251	0.9999	0.8369
0.9996	79.1980	1.7608	0.8265	0.9999	0.9412
0.9995	87.8874	1.7594	0.8263	0.9999	0.8883
0.9999	98.6512	1.7577	0.8269	0.9999	0.9906
0.9997	112.6624	1.7552	0.8266	0.9999	0.8259
0.9998	133.6600	1.7517	0.8261	0.9999	0.9024
0.9999	177.6026	1.7449	0.8251	0.9999	0.9994
