alpha = 0.1300
gamma = 15.0000
prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 2010206078
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9520	0.0000	2.0433	0.8826	0.9999	0.5009
0.9515	1.0252	2.0431	0.8830	0.9999	0.5125
0.9465	2.0756	2.0429	0.8835	0.9999	0.4878
0.9442	3.1484	2.0427	0.8844	0.9999	0.5011
0.9441	4.2412	2.0425	0.8841	0.9999	0.4864
0.9454	5.3520	2.0423	0.8842	0.9999	0.5116
0.9405	6.5072	2.0421	0.8846	0.9999	0.4791
0.9383	7.6808	2.0419	0.8855	0.9999	0.4998
0.9425	8.8784	2.0414	0.8838	0.9999	0.4840
0.9399	10.1104	2.0412	0.8847	0.9999	0.5155
0.9410	11.3720	2.0410	0.8834	0.9999	0.5142
0.9321	12.6780	2.0408	0.8801	0.9999	0.4825
0.9350	14.0312	2.0404	0.8693	0.9999	0.5079
0.9310	15.4232	2.0402	0.8507	0.9999	0.5070
0.9381	16.8422	2.0398	0.8309	0.9999	0.5163
0.9470	18.3558	2.0396	0.8175	0.9999	0.5233
0.9497	19.9606	2.0392	0.8079	0.9999	0.5203
0.9591	21.6232	2.0388	0.8135	0.9999	0.5529
0.9699	23.4022	2.0386	0.8238	0.9999	0.5864
0.9735	25.2894	2.0382	0.8280	0.9999	0.5886
0.9791	27.2710	2.0378	0.8342	0.9999	0.6044
0.9846	29.3832	2.0374	0.8424	0.9999	0.6392
0.9877	31.6582	2.0370	0.8469	0.9999	0.6543
0.9914	34.0278	2.0363	0.8525	0.9999	0.6796
0.9946	36.5300	2.0359	0.8563	0.9999	0.7380
0.9951	39.2320	2.0353	0.8586	0.9999	0.7478
0.9969	42.1558	2.0347	0.8630	0.9999	0.7157
0.9985	45.3020	2.0341	0.8656	0.9999	0.8127
0.9983	48.7366	2.0335	0.8649	0.9999	0.7761
0.9993	52.5484	2.0327	0.8673	0.9999	0.8407
0.9996	56.6264	2.0319	0.8676	0.9999	0.8758
0.9994	61.1470	2.0311	0.8675	0.9999	0.8065
0.9995	66.2754	2.0300	0.8676	0.9999	0.8391
0.9996	72.0670	2.0288	0.8678	0.9999	0.8553
0.9999	79.0464	2.0274	0.8682	0.9999	0.9933
0.9999	87.2280	2.0258	0.8678	0.9999	0.9786
0.9999	97.3890	2.0238	0.8676	0.9999	0.9932
0.9999	110.9312	2.0213	0.8674	0.9999	0.9947
0.9999	131.5160	2.0173	0.8669	0.9999	0.9998
0.9999	172.6678	2.0100	0.8657	0.9999	0.9971
