alpha = 0.7700
gamma = 10.0000
prob.endemic = 0.3000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 418905855
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6520	0.0000	7.7632	0.7026	0.9999	0.4994
0.6488	1.0096	5.4849	0.7045	0.9999	0.5068
0.6487	2.0280	3.9346	0.6949	0.9999	0.5050
0.6373	3.0582	3.6075	0.6943	0.9999	0.4958
0.6368	4.0990	2.4403	0.6813	0.9999	0.5000
0.6291	5.1538	1.7649	0.6707	0.9999	0.4941
0.6312	6.2196	1.1087	0.6352	0.9999	0.4910
0.6245	7.2942	0.7382	0.5902	0.9999	0.4801
0.6153	8.3834	0.4779	0.5062	0.9999	0.4842
0.6201	9.4916	0.2614	0.3470	0.9999	0.4888
0.6138	10.6256	0.2614	0.1874	0.9999	0.4805
0.6303	11.7870	0.1475	0.1304	0.9999	0.4876
0.6222	13.0048	0.0805	0.1051	0.9999	0.4864
0.6264	14.2538	0.0500	0.0947	0.9999	0.4903
0.6267	15.5448	0.0310	0.0883	0.9999	0.4886
0.6166	16.9128	0.0151	0.0821	0.9999	0.4774
0.6174	18.3334	0.0080	0.0773	0.9999	0.4841
0.6292	19.8004	0.0059	0.0790	0.9999	0.4872
0.6281	21.3592	0.0032	0.0781	0.9999	0.4829
0.6245	22.9584	0.0015	0.0757	0.9999	0.4794
0.6392	24.6680	0.0014	0.0769	0.9999	0.4937
0.6396	26.4516	0.0007	0.0754	0.9999	0.4951
0.6388	28.3392	0.0003	0.0756	0.9999	0.4892
0.6359	30.3332	0.0001	0.0743	0.9999	0.4859
0.6335	32.4630	0.0001	0.0743	0.9999	0.4836
0.6430	34.7222	0.0000	0.0754	0.9999	0.4898
0.6430	37.1052	0.0000	0.0729	0.9999	0.4966
0.6433	39.7424	0.0000	0.0747	0.9999	0.4868
0.6441	42.5580	0.0000	0.0756	0.9999	0.4860
0.6437	45.6536	0.0000	0.0743	0.9999	0.4875
0.6584	49.0686	0.0000	0.0789	0.9999	0.4932
0.6507	52.8856	0.0000	0.0750	0.9999	0.4944
0.6580	57.1984	0.0000	0.0792	0.9999	0.4892
0.6642	62.1496	0.0000	0.0802	0.9999	0.4942
0.6658	67.9018	0.0000	0.0804	0.9999	0.4952
0.6723	74.8992	0.0000	0.0840	0.9999	0.4909
0.6777	83.5042	0.0000	0.0870	0.9999	0.4903
0.6873	95.0880	0.0000	0.0918	0.9999	0.4839
0.7119	113.0296	0.0000	0.0995	0.9999	0.4956
0.7355	148.0184	0.0018	0.1088	0.9999	0.4984
