alpha = 0.7700
gamma = 60.0000
prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1401886665
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7940	0.0000	-0.5801	0.6566	0.9999	0.5009
0.7887	1.0314	-0.5802	0.6587	0.9999	0.4933
0.7888	2.0940	-0.5802	0.6625	0.9999	0.5016
0.7828	3.1922	-0.5803	0.6700	0.9999	0.5004
0.7758	4.3188	-0.5803	0.6755	0.9999	0.4971
0.7654	5.4780	-0.5804	0.6847	0.9999	0.4925
0.7508	6.6754	-0.5804	0.6998	0.9999	0.4901
0.7522	7.9168	-0.5805	0.7001	0.9999	0.4937
0.7385	9.1970	0.3770	0.7154	0.9999	0.4945
0.7313	10.5024	0.9534	0.7224	0.9999	0.4916
0.7198	11.8624	1.7612	0.7333	0.9999	0.4900
0.7168	13.2426	1.7864	0.7355	0.9999	0.4878
0.7135	14.6916	2.1339	0.7406	0.9999	0.4908
0.6995	16.1874	3.0580	0.7578	0.9999	0.4922
0.6890	17.7236	3.5587	0.7705	0.9999	0.4937
0.6819	19.3014	3.6182	0.7713	0.9999	0.4844
0.6700	20.9310	4.2028	0.7819	0.9999	0.4836
0.6649	22.6090	4.2934	0.7894	0.9999	0.4856
0.6558	24.3332	4.3790	0.8019	0.9999	0.4913
0.6440	26.1228	4.6699	0.8085	0.9999	0.4812
0.6365	27.9338	4.5373	0.8156	0.9999	0.4822
0.6237	29.7628	4.7247	0.8243	0.9999	0.4748
0.6142	31.6768	4.7918	0.8362	0.9999	0.4798
0.6058	33.6678	4.5482	0.8403	0.9999	0.4732
0.5936	35.7056	4.4763	0.8490	0.9999	0.4732
0.5821	37.7632	4.3014	0.8585	0.9999	0.4701
0.5713	39.8524	3.9710	0.8613	0.9999	0.4645
0.5609	42.0346	3.5470	0.8671	0.9999	0.4655
0.5510	44.1950	3.2048	0.8695	0.9999	0.4625
0.5496	46.4660	2.5339	0.8647	0.9999	0.4685
0.5384	48.7734	2.0764	0.8454	0.9999	0.4570
0.5267	51.1382	1.5201	0.8220	0.9999	0.4551
0.5144	53.6082	0.8052	0.7612	0.9999	0.4419
0.4989	56.1902	0.2065	0.6752	0.9999	0.4347
0.5064	58.9104	-0.5093	0.5424	0.9999	0.4434
0.5022	61.8912	-0.6026	0.3991	0.9999	0.4451
0.5030	65.5074	-1.4733	0.2666	0.9999	0.4400
0.5051	70.0778	-2.6488	0.1715	0.9999	0.4401
0.5283	76.8648	-4.0000	0.1210	0.9999	0.4501
0.5690	90.9368	-6.0232	0.1162	0.9999	0.4505
