alpha = 0.1000
gamma = 60.0000
prob.endemic = 0.7000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1583935719
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8460	0.0000	0.3648	0.8341	0.9999	0.4950
0.8486	1.0250	0.3648	0.8341	0.9999	0.5028
0.8451	2.0716	0.3647	0.8352	0.9999	0.5009
0.8390	3.1530	0.3647	0.8386	0.9999	0.5034
0.8360	4.2646	0.3646	0.8401	0.9999	0.5041
0.8313	5.4026	0.3646	0.8435	0.9999	0.5113
0.8199	6.5688	0.3646	0.8458	0.9999	0.4924
0.8207	7.7852	0.3645	0.8493	0.9999	0.5165
0.8075	9.0460	0.3645	0.8513	0.9999	0.4945
0.8092	10.3146	0.3644	0.8511	0.9999	0.4952
0.8022	11.6338	0.3644	0.8547	0.9999	0.4996
0.7949	12.9828	0.3643	0.8581	0.9999	0.4988
0.7825	14.3822	0.3643	0.8612	0.9999	0.4834
0.7866	15.8170	0.3642	0.8623	0.9999	0.5011
0.7735	17.3100	0.3642	0.8656	0.9999	0.4873
0.7646	18.8176	0.3641	0.8706	0.9999	0.4927
0.7703	20.3832	0.3641	0.8687	0.9999	0.4975
0.7530	21.9706	0.3640	0.8761	0.9999	0.4927
0.7460	23.6490	0.5632	0.8799	0.9999	0.4965
0.7421	25.3776	0.9404	0.8819	0.9999	0.4969
0.7330	27.1260	1.1965	0.8837	0.9999	0.4862
0.7271	28.9332	1.7562	0.8899	0.9999	0.5021
0.7095	30.8180	2.1265	0.8937	0.9999	0.4851
0.7167	32.7684	1.9594	0.8946	0.9999	0.5057
0.7018	34.7420	2.4344	0.8999	0.9999	0.4976
0.6882	36.8230	2.5447	0.9025	0.9999	0.4867
0.6770	38.9046	2.6027	0.9079	0.9999	0.4909
0.6670	41.0856	2.6239	0.9106	0.9999	0.4847
0.6558	43.3382	2.5025	0.9141	0.9999	0.4844
0.6442	45.6190	2.2679	0.9136	0.9999	0.4750
0.6372	47.9812	1.9782	0.9150	0.9999	0.4836
0.6288	50.4324	1.5856	0.9056	0.9999	0.4717
0.6135	52.9352	1.2207	0.8851	0.9999	0.4704
0.6036	55.5096	0.7548	0.8425	0.9999	0.4693
0.6104	58.2604	0.3625	0.7652	0.9999	0.4700
0.6111	61.3398	0.3621	0.6588	0.9999	0.4790
0.6465	65.1382	0.3000	0.5615	0.9999	0.4935
0.6877	70.3938	0.0075	0.4910	0.9999	0.5086
0.7732	79.1946	0.3598	0.5081	0.9999	0.5362
0.8892	101.3504	0.3597	0.6088	0.9999	0.5967
