alpha = 0.2800
gamma = 60.0000
prob.endemic = 0.2000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1010797289
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6068	0.0000	11.6087	0.9263	0.9999	0.5033
0.5049	1.2226	17.6151	0.9797	0.9999	0.4752
0.4876	2.4976	18.1188	0.9897	0.9999	0.4733
0.4832	3.8062	17.9765	0.9924	0.9999	0.4731
0.4713	5.1258	18.0594	0.9962	0.9999	0.4665
0.4638	6.4542	18.0941	0.9968	0.9999	0.4594
0.4614	7.7928	17.6077	0.9979	0.9999	0.4586
0.4599	9.1288	17.3566	0.9978	0.9999	0.4571
0.4679	10.5106	16.3524	0.9989	0.9999	0.4670
0.4671	11.8796	15.7950	0.9987	0.9999	0.4657
0.4612	13.2294	15.8066	0.9990	0.9999	0.4601
0.4531	14.5948	15.6502	0.9991	0.9999	0.4522
0.4543	15.9676	15.3155	0.9996	0.9999	0.4542
0.4479	17.3678	15.0856	0.9999	0.0000	0.4479
0.4504	18.7512	14.2514	0.9997	0.9999	0.4502
0.4474	20.1246	14.1817	0.9996	0.9999	0.4471
0.4503	21.5134	13.3605	0.9996	0.9999	0.4501
0.4474	22.9118	13.2640	0.9995	0.9999	0.4473
0.4431	24.3240	12.8129	0.9996	0.9999	0.4430
0.4390	25.7376	12.4333	0.9997	0.0000	0.4390
0.4382	27.1560	11.8719	0.9997	0.0000	0.4382
0.4425	28.6150	11.1907	0.9997	0.0000	0.4425
0.4409	30.0336	10.6327	0.9995	0.0000	0.4409
0.4397	31.4800	10.2887	0.9995	0.9999	0.4396
0.4348	32.9176	9.8720	0.9995	0.0000	0.4348
0.4234	34.3550	9.6548	0.9995	0.9999	0.4233
0.4253	35.7934	9.0312	0.9994	0.0000	0.4253
0.4168	37.2562	8.8206	0.9995	0.0000	0.4168
0.4168	38.7356	8.2581	0.9995	0.0000	0.4168
0.4120	40.2412	7.7306	0.9991	0.0000	0.4120
0.4098	41.7516	7.0347	0.9991	0.0000	0.4098
0.4042	43.2760	6.5927	0.9986	0.0000	0.4042
0.3948	44.8282	6.1970	0.9984	0.0000	0.3948
0.3910	46.4236	5.6082	0.9976	0.0000	0.3910
0.3783	48.0348	5.0881	0.9970	0.0000	0.3783
0.3685	49.7348	4.5198	0.9952	0.0000	0.3685
0.3505	51.4642	3.8918	0.9919	0.0000	0.3505
0.3283	53.3246	3.2358	0.9823	0.0000	0.3283
0.2958	55.3388	2.5077	0.9568	0.0000	0.2958
0.2376	57.6992	1.5804	0.8654	0.0000	0.2376
