alpha = 0.6000
gamma = 60.0000
prob.endemic = 0.5000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1309908376
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7453	0.0000	0.0955	0.7610	0.9999	0.4983
0.7493	1.0348	-0.2892	0.7561	0.9999	0.4960
0.7331	2.1004	1.2089	0.7715	0.9999	0.4974
0.7191	3.2048	2.5342	0.7839	0.9999	0.4971
0.7150	4.3534	2.6891	0.7888	0.9999	0.4997
0.7017	5.5390	3.7412	0.8001	0.9999	0.4959
0.6973	6.7642	4.1885	0.8079	0.9999	0.5017
0.6822	8.0372	5.1297	0.8196	0.9999	0.4985
0.6732	9.3536	5.5295	0.8277	0.9999	0.4961
0.6588	10.6904	6.5383	0.8377	0.9999	0.4917
0.6467	12.0876	6.7228	0.8450	0.9999	0.4850
0.6379	13.5172	7.4080	0.8590	0.9999	0.4946
0.6219	14.9744	7.7251	0.8654	0.9999	0.4822
0.6134	16.4892	7.9503	0.8727	0.9999	0.4815
0.6148	18.0384	7.4176	0.8783	0.9999	0.4929
0.5940	19.6426	8.1737	0.8916	0.9999	0.4845
0.5878	21.2752	7.9792	0.8966	0.9999	0.4832
0.5775	22.9190	8.3788	0.9007	0.9999	0.4776
0.5685	24.5854	8.1964	0.9073	0.9999	0.4749
0.5718	26.2814	7.5762	0.9113	0.9999	0.4854
0.5609	28.0418	7.2668	0.9192	0.9999	0.4826
0.5481	29.8194	7.4470	0.9246	0.9999	0.4772
0.5499	31.6478	6.7979	0.9270	0.9999	0.4813
0.5342	33.4764	6.7673	0.9337	0.9999	0.4740
0.5326	35.3444	6.2340	0.9382	0.9999	0.4795
0.5178	37.2576	6.0880	0.9417	0.9999	0.4680
0.5132	39.2242	5.6858	0.9430	0.9999	0.4671
0.5063	41.1516	5.1420	0.9492	0.9999	0.4699
0.5095	43.1156	4.5155	0.9437	0.9999	0.4736
0.5017	45.1376	3.9136	0.9407	0.9999	0.4661
0.4993	47.1940	3.2707	0.9353	0.9999	0.4692
0.4823	49.2530	2.8547	0.9268	0.9999	0.4554
0.4736	51.3442	2.1917	0.9053	0.9999	0.4507
0.4672	53.5258	1.5003	0.8566	0.9999	0.4400
0.4623	55.7306	0.8791	0.7862	0.9999	0.4437
0.4509	58.0392	0.2178	0.6681	0.9999	0.4327
0.4542	60.6784	-0.2917	0.5109	0.9999	0.4318
0.4547	63.7416	-1.0202	0.3489	0.9999	0.4337
0.4689	68.1212	-2.0945	0.2107	0.9999	0.4464
0.5057	76.3924	-3.4959	0.1324	0.9999	0.4654
