alpha = 0.3600
gamma = 60.0000
prob.endemic = 0.3000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 192651358
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6547	0.0000	8.4479	0.8844	0.9999	0.5052
0.6058	1.1398	11.8853	0.9168	0.9999	0.4978
0.5681	2.3544	13.5797	0.9404	0.9999	0.4888
0.5456	3.6430	14.6568	0.9530	0.9999	0.4839
0.5358	4.9506	14.6452	0.9604	0.9999	0.4847
0.5242	6.3004	14.7750	0.9688	0.9999	0.4845
0.5150	7.6862	15.0958	0.9734	0.9999	0.4812
0.5031	9.0758	15.1783	0.9760	0.9999	0.4722
0.4989	10.4986	15.0142	0.9836	0.9999	0.4787
0.4929	11.9234	15.2301	0.9839	0.9999	0.4730
0.4941	13.3872	14.4714	0.9857	0.9999	0.4768
0.4897	14.8488	13.9814	0.9874	0.9999	0.4745
0.4889	16.3084	13.7581	0.9905	0.9999	0.4783
0.4813	17.7928	13.4656	0.9912	0.9999	0.4716
0.4845	19.2802	12.7228	0.9933	0.9999	0.4774
0.4759	20.7808	12.7160	0.9939	0.9999	0.4698
0.4747	22.2778	12.3308	0.9938	0.9999	0.4683
0.4667	23.7942	12.0521	0.9953	0.9999	0.4623
0.4726	25.3220	11.3451	0.9952	0.9999	0.4683
0.4730	26.8312	10.4593	0.9960	0.9999	0.4706
0.4724	28.3640	10.0829	0.9963	0.9999	0.4696
0.4642	29.9018	9.9811	0.9960	0.9999	0.4618
0.4689	31.4560	9.4274	0.9963	0.9999	0.4673
0.4601	32.9854	9.1266	0.9966	0.9999	0.4590
0.4533	34.5408	8.7136	0.9963	0.9999	0.4524
0.4545	36.0994	8.2376	0.9959	0.9999	0.4534
0.4544	37.6664	7.4957	0.9959	0.9999	0.4535
0.4484	39.2508	7.2167	0.9953	0.9999	0.4473
0.4434	40.8482	6.6925	0.9946	0.9999	0.4423
0.4429	42.4598	6.1686	0.9942	0.9999	0.4428
0.4350	44.0342	5.6694	0.9940	0.9999	0.4347
0.4398	45.6762	5.0085	0.9917	0.9999	0.4395
0.4281	47.3396	4.5187	0.9898	0.9999	0.4279
0.4229	49.0338	3.9923	0.9852	0.9999	0.4227
0.4135	50.7486	3.4224	0.9795	0.9999	0.4132
0.4041	52.4748	2.7598	0.9676	0.0000	0.4041
0.3946	54.2846	2.1269	0.9400	0.9999	0.3945
0.3748	56.1628	1.4769	0.8852	0.0000	0.3748
0.3581	58.2732	0.7438	0.7701	0.9999	0.3579
0.3390	61.1452	0.0093	0.5575	0.9999	0.3388
