alpha = 0.1000
gamma = 60.0000
prob.endemic = 0.5000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 121084652
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7506	0.0000	0.5802	0.8806	0.9999	0.5038
0.7379	1.0310	1.6464	0.8859	0.9999	0.5054
0.7225	2.0944	2.7380	0.8908	0.9999	0.4922
0.7191	3.2122	2.8054	0.8919	0.9999	0.4920
0.7046	4.3558	3.7803	0.8964	0.9999	0.4829
0.6952	5.5434	4.9374	0.9041	0.9999	0.4956
0.6934	6.7890	5.0664	0.9065	0.9999	0.5008
0.6832	8.0472	5.7799	0.9117	0.9999	0.5027
0.6701	9.3530	6.6208	0.9159	0.9999	0.4958
0.6610	10.6798	6.9961	0.9194	0.9999	0.4937
0.6480	12.0626	7.5046	0.9250	0.9999	0.4923
0.6417	13.4740	7.8911	0.9277	0.9999	0.4916
0.6329	14.9226	7.9391	0.9314	0.9999	0.4914
0.6185	16.4076	8.3991	0.9370	0.9999	0.4864
0.6157	17.9328	8.1821	0.9385	0.9999	0.4884
0.6006	19.4628	8.5839	0.9469	0.9999	0.4920
0.6017	21.0554	8.2467	0.9460	0.9999	0.4913
0.5905	22.6822	8.2264	0.9505	0.9999	0.4898
0.5822	24.3546	8.1919	0.9541	0.9999	0.4894
0.5819	26.0358	7.8082	0.9545	0.9999	0.4924
0.5634	27.7554	7.9630	0.9594	0.9999	0.4818
0.5528	29.4888	7.9828	0.9618	0.9999	0.4757
0.5530	31.2524	7.4599	0.9636	0.9999	0.4821
0.5438	33.0668	7.2086	0.9670	0.9999	0.4797
0.5398	34.8704	7.0017	0.9699	0.9999	0.4827
0.5350	36.7042	6.5385	0.9717	0.9999	0.4839
0.5321	38.5416	6.1028	0.9709	0.9999	0.4797
0.5208	40.4302	5.8239	0.9742	0.9999	0.4762
0.5149	42.3166	5.3098	0.9747	0.9999	0.4740
0.5082	44.2600	4.8078	0.9753	0.9999	0.4703
0.5055	46.1890	4.2056	0.9754	0.9999	0.4704
0.4969	48.1462	3.7258	0.9737	0.9999	0.4639
0.4956	50.1990	3.0803	0.9680	0.9999	0.4646
0.4876	52.2076	2.5202	0.9586	0.9999	0.4612
0.4863	54.2806	1.8433	0.9336	0.9999	0.4630
0.4752	56.3992	1.2121	0.8781	0.9999	0.4540
0.4769	58.6238	0.6270	0.7779	0.9999	0.4593
0.4759	61.1086	0.3056	0.6335	0.9999	0.4543
0.5056	64.4076	-0.3580	0.4678	0.9999	0.4819
0.5820	70.7612	-0.9241	0.3529	0.9999	0.5300
