alpha = 0.2800
gamma = 60.0000
prob.endemic = 0.4000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1508999341
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7019	0.0000	5.1175	0.8675	0.9999	0.5108
0.6809	1.0698	6.3954	0.8763	0.9999	0.4966
0.6643	2.1860	7.6768	0.8875	0.9999	0.4986
0.6497	3.3430	8.4694	0.8978	0.9999	0.5010
0.6267	4.5676	9.4478	0.9114	0.9999	0.4963
0.6103	5.8348	10.4380	0.9197	0.9999	0.4924
0.6100	7.1324	10.2765	0.9200	0.9999	0.4913
0.5847	8.4868	10.9963	0.9307	0.9999	0.4797
0.5807	9.8630	11.2419	0.9366	0.9999	0.4880
0.5714	11.2764	11.4286	0.9416	0.9999	0.4851
0.5594	12.7314	11.7562	0.9483	0.9999	0.4834
0.5491	14.2002	11.7717	0.9555	0.9999	0.4841
0.5450	15.7004	11.5173	0.9583	0.9999	0.4851
0.5429	17.2046	10.9085	0.9629	0.9999	0.4901
0.5284	18.7672	11.5243	0.9684	0.9999	0.4842
0.5314	20.3448	10.8889	0.9685	0.9999	0.4878
0.5226	21.9578	10.6780	0.9715	0.9999	0.4834
0.5089	23.5712	10.9354	0.9755	0.9999	0.4748
0.5084	25.1852	9.9974	0.9789	0.9999	0.4812
0.5075	26.8382	9.7684	0.9805	0.9999	0.4826
0.5018	28.4854	9.5874	0.9799	0.9999	0.4753
0.4934	30.1484	9.3573	0.9835	0.9999	0.4739
0.4973	31.8348	8.5113	0.9844	0.9999	0.4795
0.4894	33.5426	8.2634	0.9852	0.9999	0.4730
0.4814	35.2702	7.8461	0.9858	0.9999	0.4669
0.4748	37.0094	7.5594	0.9869	0.9999	0.4626
0.4886	38.7530	6.6193	0.9853	0.9999	0.4767
0.4751	40.4934	6.3814	0.9875	0.9999	0.4656
0.4752	42.2358	5.8201	0.9855	0.9999	0.4652
0.4642	44.0024	5.3070	0.9860	0.9999	0.4577
0.4676	45.7766	4.6277	0.9856	0.9999	0.4628
0.4639	47.5970	4.0536	0.9813	0.9999	0.4592
0.4586	49.3848	3.5230	0.9769	0.9999	0.4542
0.4489	51.2404	2.9019	0.9687	0.9999	0.4448
0.4451	53.1228	2.2530	0.9481	0.9999	0.4412
0.4301	55.0306	1.6516	0.9084	0.9999	0.4270
0.4268	56.9848	0.9938	0.8330	0.9999	0.4242
0.4154	59.1310	0.3994	0.7063	0.9999	0.4126
0.4230	61.7438	-0.1982	0.5282	0.9999	0.4203
0.4479	65.9540	-1.1134	0.3284	0.9999	0.4435
