alpha = 0.3600
gamma = 60.0000
prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 20880704
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9477	0.0000	0.0119	0.6735	0.9999	0.4968
0.9510	1.0224	0.0119	0.6721	0.9999	0.5115
0.9481	2.0734	0.0118	0.6738	0.9999	0.5028
0.9444	3.1612	0.0118	0.6756	0.9999	0.4940
0.9476	4.2656	0.0117	0.6734	0.9999	0.4972
0.9447	5.4092	0.0117	0.6757	0.9999	0.5011
0.9397	6.5892	0.0116	0.6799	0.9999	0.5096
0.9377	7.7978	0.0116	0.6803	0.9999	0.4978
0.9348	9.0464	0.0115	0.6817	0.9999	0.4918
0.9367	10.3218	0.0115	0.6799	0.9999	0.4796
0.9373	11.6312	0.0114	0.6802	0.9999	0.4943
0.9309	12.9880	0.0114	0.6854	0.9999	0.4979
0.9245	14.3974	0.0113	0.6893	0.9999	0.4941
0.9246	15.8608	0.0113	0.6895	0.9999	0.4999
0.9227	17.3806	0.0112	0.6905	0.9999	0.4933
0.9226	18.9646	0.0111	0.6900	0.9999	0.4919
0.9135	20.5822	0.0110	0.6964	0.9999	0.4918
0.9120	22.2784	0.0110	0.6984	0.9999	0.5005
0.9153	24.0518	0.0109	0.6963	0.9999	0.5055
0.9034	25.8736	0.0108	0.7028	0.9999	0.4889
0.9003	27.7774	0.0108	0.7045	0.9999	0.4862
0.8962	29.7732	0.0107	0.7086	0.9999	0.4950
0.8925	31.8716	0.0106	0.7087	0.9999	0.4780
0.8888	34.0194	0.0105	0.7130	0.9999	0.4953
0.8879	36.3544	0.0104	0.7146	0.9999	0.5031
0.8759	38.7702	0.0103	0.7190	0.9999	0.4776
0.8666	41.3404	0.0102	0.7244	0.9999	0.4805
0.8644	44.0512	0.0101	0.7223	0.9999	0.4711
0.8540	46.8904	0.0100	0.7240	0.9999	0.4806
0.8502	49.8968	0.0099	0.7154	0.9999	0.4824
0.8346	53.1448	0.0097	0.7013	0.9999	0.4654
0.8377	56.6532	0.0095	0.6666	0.9999	0.4733
0.8340	60.4472	0.0093	0.6246	0.9999	0.4706
0.8396	64.8186	0.0090	0.5746	0.9999	0.4749
0.8547	69.8252	0.0088	0.5448	0.9999	0.4863
0.8750	76.0864	0.0084	0.5314	0.9999	0.5006
0.8960	84.1134	0.0081	0.5306	0.9999	0.4923
0.9217	95.0252	0.0076	0.5464	0.9999	0.5179
0.9587	111.8682	0.0070	0.5847	0.9999	0.5393
0.9823	147.5772	0.0057	0.6121	0.9999	0.5442
