alpha = 0.3600
gamma = 60.0000
prob.endemic = 0.5000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 205679700
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7548	0.0000	0.0119	0.8109	0.9999	0.4995
0.7375	1.0360	1.0207	0.8214	0.9999	0.4967
0.7369	2.1046	1.2857	0.8234	0.9999	0.5004
0.7207	3.2118	2.7162	0.8339	0.9999	0.4975
0.7094	4.3738	4.0785	0.8444	0.9999	0.5014
0.6967	5.5520	4.2287	0.8489	0.9999	0.4921
0.6951	6.7820	4.9197	0.8542	0.9999	0.5005
0.6872	8.0486	5.2469	0.8603	0.9999	0.5008
0.6733	9.3564	5.7218	0.8669	0.9999	0.4941
0.6532	10.6976	6.7405	0.8782	0.9999	0.4874
0.6412	12.0842	7.2185	0.8852	0.9999	0.4844
0.6433	13.5064	7.2596	0.8864	0.9999	0.4899
0.6272	14.9788	8.0110	0.8964	0.9999	0.4883
0.6225	16.4692	7.7360	0.8996	0.9999	0.4871
0.6162	17.9990	7.8014	0.9019	0.9999	0.4858
0.6009	19.5632	8.0798	0.9150	0.9999	0.4882
0.5945	21.1708	8.0744	0.9173	0.9999	0.4846
0.5827	22.7918	8.1833	0.9239	0.9999	0.4823
0.5741	24.5204	8.2430	0.9285	0.9999	0.4801
0.5633	26.2422	8.2155	0.9364	0.9999	0.4807
0.5607	27.9860	7.7778	0.9392	0.9999	0.4838
0.5564	29.7464	7.4064	0.9405	0.9999	0.4801
0.5462	31.5398	7.2592	0.9462	0.9999	0.4803
0.5430	33.3572	6.8092	0.9501	0.9999	0.4824
0.5360	35.1976	6.5268	0.9535	0.9999	0.4800
0.5259	37.0684	6.2208	0.9563	0.9999	0.4753
0.5194	38.9676	5.8275	0.9581	0.9999	0.4738
0.5183	40.9272	5.3290	0.9611	0.9999	0.4801
0.5118	42.8690	4.7906	0.9594	0.9999	0.4737
0.5002	44.8282	4.4422	0.9627	0.9999	0.4688
0.5036	46.8232	3.7047	0.9560	0.9999	0.4706
0.4870	48.8078	3.2602	0.9543	0.9999	0.4569
0.4825	50.8506	2.5942	0.9444	0.9999	0.4593
0.4757	52.9774	1.8858	0.9146	0.9999	0.4548
0.4697	55.1312	1.2736	0.8626	0.9999	0.4496
0.4641	57.3798	0.6304	0.7684	0.9999	0.4443
0.4586	59.8088	0.0093	0.6313	0.9999	0.4408
0.4676	62.5924	-0.4372	0.4643	0.9999	0.4483
0.4768	66.4182	-1.2576	0.3045	0.9999	0.4537
0.5380	73.5544	-2.2366	0.2074	0.9999	0.4932
