alpha = 0.3600
gamma = 60.0000
prob.endemic = 0.0000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 2069056125
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5058	0.0000	17.5266	0.9919	0.0000	0.5058
0.4383	1.1502	20.9449	1.0000	0.0000	0.4383
0.4294	2.3150	21.1140	1.0000	0.0000	0.4294
0.4336	3.4946	20.3260	1.0000	0.0000	0.4336
0.4298	4.6650	20.4215	1.0000	0.0000	0.4298
0.4260	5.8444	20.3347	1.0000	0.0000	0.4260
0.4242	7.0306	19.3007	1.0000	0.0000	0.4242
0.4190	8.2252	19.6091	1.0000	0.0000	0.4190
0.4206	9.4166	19.1119	1.0000	0.0000	0.4206
0.4128	10.6134	19.1787	1.0000	0.0000	0.4128
0.4133	11.8306	18.4064	1.0000	0.0000	0.4133
0.4152	13.0482	17.8577	1.0000	0.0000	0.4152
0.4116	14.2620	17.6984	1.0000	0.0000	0.4116
0.4065	15.4762	17.6021	1.0000	0.0000	0.4065
0.4105	16.7062	16.5929	1.0000	0.0000	0.4105
0.4030	17.9460	16.5036	1.0000	0.0000	0.4030
0.3980	19.2054	16.3821	1.0000	0.0000	0.3980
0.4033	20.4662	15.3836	1.0000	0.0000	0.4033
0.3943	21.7254	15.5779	1.0000	0.0000	0.3943
0.3949	23.0008	15.0437	1.0000	0.0000	0.3949
0.3948	24.2728	14.3135	1.0000	0.0000	0.3948
0.3914	25.5626	13.9107	1.0000	0.0000	0.3914
0.3852	26.8378	13.8342	1.0000	0.0000	0.3852
0.3816	28.1494	13.3020	1.0000	0.0000	0.3816
0.3730	29.4604	13.2059	1.0000	0.0000	0.3730
0.3697	30.7970	12.7240	1.0000	0.0000	0.3697
0.3685	32.1548	12.1115	1.0000	0.0000	0.3685
0.3620	33.5318	11.5455	1.0000	0.0000	0.3620
0.3526	34.9378	11.2996	1.0000	0.0000	0.3526
0.3511	36.3556	10.7737	1.0000	0.0000	0.3511
0.3431	37.8054	10.3167	1.0000	0.0000	0.3431
0.3358	39.2772	9.7058	1.0000	0.0000	0.3358
0.3261	40.7762	9.3746	1.0000	0.0000	0.3261
0.3133	42.3326	8.8999	1.0000	0.0000	0.3133
0.2987	43.9590	8.4069	1.0000	0.0000	0.2987
0.2878	45.6760	7.6639	1.0000	0.0000	0.2878
0.2640	47.4764	7.2149	1.0000	0.0000	0.2640
0.2367	49.4392	6.5496	1.0000	0.0000	0.2367
0.2027	51.6846	5.6451	0.9998	0.0000	0.2027
0.1386	54.4670	4.5948	0.9976	0.0000	0.1386
