alpha = 0.2800
gamma = 60.0000
prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 615970336
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9477	0.0000	0.1074	0.7058	0.9999	0.5115
0.9420	1.0278	0.1074	0.7069	0.9999	0.4709
0.9466	2.0864	0.1073	0.7070	0.9999	0.5197
0.9493	3.1668	0.1073	0.7057	0.9999	0.5186
0.9455	4.2866	0.1072	0.7064	0.9999	0.4994
0.9408	5.4288	0.1072	0.7087	0.9999	0.4875
0.9461	6.6048	0.1072	0.7073	0.9999	0.5151
0.9422	7.8162	0.1071	0.7089	0.9999	0.5058
0.9338	9.0548	0.1070	0.7121	0.9999	0.4742
0.9348	10.3358	0.1070	0.7124	0.9999	0.4892
0.9313	11.6388	0.1069	0.7146	0.9999	0.4854
0.9318	12.9998	0.1069	0.7152	0.9999	0.5025
0.9274	14.4018	0.1068	0.7173	0.9999	0.4937
0.9255	15.8680	0.1068	0.7186	0.9999	0.5002
0.9215	17.3570	0.1067	0.7217	0.9999	0.4993
0.9218	18.9238	0.1066	0.7228	0.9999	0.5146
0.9188	20.5276	0.1066	0.7243	0.9999	0.5102
0.9121	22.2090	0.1065	0.7270	0.9999	0.4905
0.9131	23.9762	0.1064	0.7260	0.9999	0.4885
0.9027	25.8016	0.1064	0.7309	0.9999	0.4830
0.9045	27.7364	0.1063	0.7320	0.9999	0.5020
0.8939	29.7418	0.1062	0.7369	0.9999	0.4852
0.8915	31.8312	0.1061	0.7387	0.9999	0.4888
0.8867	34.0424	0.1060	0.7420	0.9999	0.4947
0.8857	36.3262	0.1059	0.7436	0.9999	0.5022
0.8776	38.7270	0.1059	0.7470	0.9999	0.4938
0.8701	41.2632	0.1058	0.7499	0.9999	0.4870
0.8590	43.8812	0.1056	0.7540	0.9999	0.4875
0.8534	46.7002	0.1056	0.7518	0.9999	0.4774
0.8535	49.6448	0.1054	0.7419	0.9999	0.4856
0.8331	52.8720	0.1053	0.7290	0.9999	0.4593
0.8363	56.3986	0.1051	0.6992	0.9999	0.4802
0.8314	60.1500	0.1048	0.6540	0.9999	0.4697
0.8434	64.4248	0.1046	0.6157	0.9999	0.4798
0.8540	69.3682	0.1043	0.5773	0.9999	0.4884
0.8827	75.5656	0.1040	0.5694	0.9999	0.5041
0.9067	83.4436	0.1036	0.5717	0.9999	0.5169
0.9385	94.2826	0.1032	0.5961	0.9999	0.5344
0.9637	110.9138	0.1026	0.6217	0.9999	0.5711
0.9888	145.9270	0.1013	0.6526	0.9999	0.6174
