alpha = 0.7700
gamma = 60.0000
prob.endemic = 0.0000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 158828833
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5008	0.0000	17.4220	0.9810	0.9999	0.5007
0.4331	1.1454	20.7764	0.9996	0.0000	0.4331
0.4235	2.3162	21.2986	0.9999	0.0000	0.4235
0.4277	3.4884	20.4214	1.0000	0.0000	0.4277
0.4341	4.6558	19.0472	0.9999	0.0000	0.4341
0.4264	5.8370	19.5333	1.0000	0.0000	0.4264
0.4163	7.0204	19.9700	1.0000	0.0000	0.4163
0.4219	8.2180	18.9401	1.0000	0.0000	0.4219
0.4169	9.4166	18.7770	1.0000	0.0000	0.4169
0.4156	10.6164	18.5821	1.0000	0.0000	0.4156
0.4172	11.8226	17.5118	1.0000	0.0000	0.4172
0.4124	13.0342	17.3269	1.0000	0.0000	0.4124
0.4070	14.2444	17.3574	1.0000	0.0000	0.4070
0.4093	15.4638	16.6823	1.0000	0.0000	0.4093
0.4048	16.7008	16.4982	1.0000	0.0000	0.4048
0.3970	17.9364	16.3847	1.0000	0.0000	0.3970
0.4033	19.1688	15.5582	1.0000	0.0000	0.4033
0.3975	20.4206	15.3870	1.0000	0.0000	0.3975
0.3984	21.6660	14.6967	1.0000	0.0000	0.3984
0.3878	22.9392	15.0272	1.0000	0.0000	0.3878
0.3897	24.2308	14.1871	1.0000	0.0000	0.3897
0.3830	25.5218	13.7911	1.0000	0.0000	0.3830
0.3882	26.8190	12.9722	1.0000	0.0000	0.3882
0.3825	28.1270	12.6326	1.0000	0.0000	0.3825
0.3760	29.4536	12.6066	1.0000	0.0000	0.3760
0.3688	30.8098	11.9970	1.0000	0.0000	0.3688
0.3669	32.1596	11.5157	1.0000	0.0000	0.3669
0.3620	33.5202	11.0399	1.0000	0.0000	0.3620
0.3554	34.9150	10.7124	1.0000	0.0000	0.3554
0.3504	36.3180	10.2055	1.0000	0.0000	0.3504
0.3414	37.7568	9.9182	1.0000	0.0000	0.3414
0.3314	39.2418	9.4790	1.0000	0.0000	0.3314
0.3198	40.7770	9.0973	1.0000	0.0000	0.3198
0.3176	42.3658	8.1149	1.0000	0.0000	0.3176
0.3059	43.9872	7.5812	1.0000	0.0000	0.3059
0.2852	45.6874	7.1009	0.9999	0.0000	0.2852
0.2664	47.5042	6.5508	0.9999	0.0000	0.2664
0.2422	49.4500	5.8152	0.9998	0.0000	0.2422
0.2036	51.6428	5.0766	0.9993	0.0000	0.2036
0.1401	54.4780	3.9583	0.9944	0.0000	0.1401
